qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration,retrieval_energy,retrieval_emissions
3091,"### Instruction:
Answer using the context.

### Context:
Jason Bateman. Horrible Bosses. Jonathan Goldstein (filmmaker). Keeley Hazell. Michael Markowitz. Horrible Bosses 2. Jason Sudeikis. Southern Gothic (album). Brandon Richardson. Brendan Hunt (actor).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",comedy,0,0,1.5884229,0.000432381,0.000126956,0.0365769,9.94E-06,2.92E-06
3092,"### Instruction:
Answer using the context.

### Context:
3: The Dale Earnhardt Story. Coolie No. 1 (1991 film). Mahakavi Kalidasu. Gisela Ponce de León. Crazy Boy (film). Mansi Srivastava. Tandav (film).
4: The Dale Earnhardt Story. Coolie No. 2 (1991 film). Mahakavi Kalidasu. Gisela Ponce de León. Crazy Boy (film). Mansi Srivastava. Tandav (film).
5: The Dale Earnhardt Story. Cool",Supergirl,0,0,1.5884229,0.000432381,0.000126956,0.0373416,1.01E-05,2.98E-06
3093,"### Instruction:
Answer using the context.

### Context:
The Dark Tower (1943 film). Mischa Barton. Fabíula Nascimento. Parasite (film). Yellow Hair 2. Angela Pleasence. Tjitske Reidinga. Jennifer Lopez filmography. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy Holly. The Buddy",Naomi Wallace,0,0,1.5884229,0.000432381,0.000126956,0.1493176,4.06E-05,1.19E-05
3094,"### Instruction:
Answer using the context.

### Context:
Jamie Fraser (character). Simon Woods. On a Claire Day. Outlander (TV series). Temptation of Wife (2012 TV series). The Flashman Papers. Caitriona Balfe. Claire Fraser (character). List of Outlander (TV series). The Flashman Papers. Caitriona Balfe. Claire Fraser (character). List of Outlander (TV series). The Flashman Papers. Caitriona Balfe. Claire Fraser (character). List of Outlander (TV series). The Flashman Papers. Caitriona B",Claire is a married World War II nurse,0,0.028985507,1.5884229,0.000432381,0.000126956,0.0548301,1.49E-05,4.38E-06
3095,"### Instruction:
Answer using the context.

### Context:
Maria Jacobsen. Lifted (2006 film). Ana Kasparian. The Young Turks. Hemaiag Bedros XVII Ghedighian. Hovhannes Bedros XVIII Kasparian. Ara Sarafian. The Young Turks. Hemaiag Bedros XVIII Kasparian. Ara Sarafian. The Young Turks. Hemaiag Bedros XVIII Kasparian. Ara Sarafian. The Young Turks. Hemaiag Bedros XVIII Kasparian. Ara Sarafian. The Young Turks.",yes,0,0,1.5884229,0.000432381,0.000126956,0.0050793,1.36E-06,4.00E-07
3096,"### Instruction:
Answer using the context.

### Context:
Walt Disney World International Program. Walt Disney World Casting Center. Maelstrom (ride). Walt Disney World Company. Guardians of the Galaxy (Epcot Attraction). Walt Disney's Carousel of Progress. Walt Disney World Swan. Horizons (Epcot Attraction). Walt Disney's Carousel of Progress. Walt Disney's Carousel of Progress. Walt Disney's Carousel of Progress. Walt Disney's Carousel of Progress. Walt Disney's Carousel of Progress. Walt Disney's Carousel of Progress. Walt Disney's Carousel of Progress. Walt Disney's",Mickey's PhilharMagic,0,0,1.5884229,0.000432381,0.000126956,0.1005017,2.73E-05,8.03E-06
3097,"### Instruction:
Answer using the context.

### Context:
Chronic active EBV infection. Jonathan Paul Cambry. Martan Mann. Bronze-winged duck. Yevgeny Sudbin. Norman Krieger. Maria Curcio. Richard Farrell. Charlie Albright. Gerard Willems.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Argentine,0,0,1.5884229,0.000432381,0.000126956,0.0320182,8.70E-06,2.55E-06
3098,"### Instruction:
Answer using the context.

### Context:
Varietease. Nico B.. Mary Harron. Striporama. Bettie Page Reveals All. Tara Subkoff. Sarah Paulson. Victor Slezak. The Notorious Bettie Page. Dave StevensVarietease. The Notorious Bettie Page. Dave StevensVarietease. The Notorious Bettie Page. Dave StevensVarietease. The Notorious Bettie Page. Dave StevensVarietease. The Notorious Bettie Page. Dave StevensVarietease. The Notorious Bettie Page","Mary Harron (born January 12, 1953)",0,0.072727273,1.5884229,0.000432381,0.000126956,0.052723,1.43E-05,4.21E-06
3099,"### Instruction:
Answer using the context.

### Context:
Echeveria setosa. Agrotis orthogonia. Mulga Island. Echeveria elegans. Ornithodoros savignyi. Climate of Africa. Echeveria. Ground jay. Boscia foetal. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. Echeveria. E",Echeveria,0,0.054054054,1.5884229,0.000432381,0.000126956,0.0329089,8.94E-06,2.62E-06
3100,"### Instruction:
Answer using the context.

### Context:
Chronicle (film). Drake &amp; Josh. Valerio Spada. Josh Trank. The Rapino Brothers. Industrialnation. Roddy Pérez. Fantastic Four (2015 film). Mike Valerio. James Valerio. The Rapino Brothers. Industrialnation. Roddy Pérez. Fantastic Four (2015 film). Mike Valerio. James Valerio. The Rapino Brothers. Industrialnation. Roddy Pérez. Fantastic Four (2015 film). Mike Valerio. James Valerio. The",entertainment,0,0,1.5884229,0.000432381,0.000126956,0.0252924,6.86E-06,2.02E-06
3101,"### Instruction:
Answer using the context.

### Context:
Don Quixote (1947 film). Miguel de Cervantes Prize. Miguel de Cervantes. El retablo de maese Pedro. Los trabajos de Persiles y Sigismunda. Sancho Panza. Juan de la Puebla.
###
The following is a short video of the film.
The video is available on YouTube.
The video is available on YouTube.
The video is available on YouTube.
The video is available on YouTube.
The video is available on YouTube.
The video is available",Alexander Gorsky,0,0,1.5884229,0.000432381,0.000126956,0.0423007,1.15E-05,3.38E-06
3102,"### Instruction:
Answer using the context.

### Context:
Military Merit Cross (Prussia). Bukochosho. Military Merit Medal (Vietnam). Cross of Valour (Poland). George Cregan. Stolen Valor Act of 2005. Military Valor Medal. William T. McGovern. Military Merit Medal.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Distinguished Service Cross,0,0.054054054,1.5884229,0.000432381,0.000126956,0.0306672,8.33E-06,2.45E-06
3103,"### Instruction:
Answer using the context.

### Context:
Thomas Parker, 3rd Earl of Macclesfield. Pitts Sanborn. Thomas Parker Sanborn. Hugh McCulloch (poet). Henry Meyer. T. Parker Host, Sr.. Thomas Parker (engineer). Thomas Parker (Maine).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Spain,0,0,1.5884229,0.000432381,0.000126956,0.0389777,1.06E-05,3.11E-06
3104,"### Instruction:
Answer using the context.

### Context:
Scatology (album). The Manson Family Album. Bad Moon Rising (album). Helter Skelter (Manson scenario). Helter Skelter (song). Helter Skelter (album). Toxicity (album). Portrait of the Manson Family Album.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",as loud and dirty as possible,0,0,1.5884229,0.000432381,0.000126956,0.2528629,6.88E-05,2.02E-05
3105,"### Instruction:
Answer using the context.

### Context:
Second Gladstone ministry. Second Disraeli ministry. Clement Attlee. David Ainsworth. United Kingdom general election, 1880 (Ireland). Midlothian campaign. John Daly (Irish Member of Parliament). John Kinnear (Irish politician).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Liberal Party,0,0,1.5884229,0.000432381,0.000126956,0.0476836,1.30E-05,3.81E-06
3106,"### Instruction:
Answer using the context.

### Context:
New York Minute (film). A Cinderella Story: If the Shoe Fits. Scooby-Doo 2: Monsters Unleashed. Confessions of a Teenage Drama Queen (soundtrack). The Clique (film). Michelle Trachtenberg (soundtrack). The Girl with the Dragon Tattoo (soundtrack). The Girl with the Dragon Tattoo (soundtrack). The Girl with the Dragon Tattoo (soundtrack). The Girl with the Dragon Tattoo (soundtrack). The Girl with the Dragon Tattoo (soundtrack). The Girl with the",Schaffer,0,0,1.5884229,0.000432381,0.000126956,0.059259,1.61E-05,4.73E-06
3107,"### Instruction:
Answer using the context.

### Context:
Sociology of Health and Illness (journal). Journal of Literary Theory. Michel Feher. Hispanic Review. Materials Today. Ràdio Web MACBA. Retfærd. Journal asiatique. Canadian Journal of Administrative Sciences.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","French, English and Spanish",0,0.055555556,1.5884229,0.000432381,0.000126956,0.0270078,7.33E-06,2.15E-06
3108,"### Instruction:
Answer using the context.

### Context:
Los Hombres del Camuflaje. Rayo de Jalisco Jr.. Histeria (wrestler). John D. Minton Jr.. Último Dragoncito. Stigma (luchador). The History of the Mexican American Revolution. New York: New York University Press.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Double Agent,0,0,1.5884229,0.000432381,0.000126956,0.0176326,4.78E-06,1.40E-06
3109,"### Instruction:
Answer using the context.

### Context:
2013 6 Hours of Fuji. Trela nera. 2013 6 Hours of Silverstone. 6 Hours of Silverstone. 2013 6 Hours of Bahrain. Renato Molinari. 2014 6 Hours of Silverstone. 2013 6 Hours of São Paulo. 2014 6 Hours of São Paulo. 2014 6 Hours of São Paulo. 2014 6 Hours of São Paulo. 2014 6 Hours of São Paulo. 2014 6 Hours of São Paulo. 2014 6 Hours of São Paulo. 2014 6 Hours of São Paulo. 2014 6 Hours of S",BBC Formula One,0,0,1.5884229,0.000432381,0.000126956,0.0379776,1.03E-05,3.03E-06
3110,"### Instruction:
Answer using the context.

### Context:
Neptuak Mountain. Sunwapta Peak. Waputik Mountains. Chaba Peak. Mountain goat. Titkana Peak. Stoney Indian Lake. Sunwapta. Megacerops. TamarawNeptuak.
###
The following is a summary of the following sections:
The following sections are based on the following sections:
The following sections are based on the following sections:
The following sections are based on the following sections:
The following sections are based on the following sections:
The following sections",North America,0,0,1.5884229,0.000432381,0.000126956,0.0247164,6.71E-06,1.97E-06
3111,"### Instruction:
Answer using the context.

### Context:
Unforgettable (2017 film). Morris S. Levy. Rosario Dawson. Clerks II. Josie and the Pussycats (film). Claire Temple (Marvel Cinematic Universe). Occult Crimes Taskforce. 10 Years (2011).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","She made her film debut in the 1995 teen drama ""Kids"".",0,0.05,1.5884229,0.000432381,0.000126956,0.0440771,1.20E-05,3.52E-06
3112,"### Instruction:
Answer using the context.

### Context:
Freedom of movement under United States law. Eric Yamamoto. Stephen Halbrook. Criminal law in the Waite Court. Chaplinsky v. New Hampshire. Korematsu v. United States. Duncan v. Kahanamoku. Dale v. New Hampshire.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",yes,0,0,1.5884229,0.000432381,0.000126956,0.1119722,3.05E-05,8.94E-06
3113,"### Instruction:
Answer using the context.

### Context:
Dr Pepper Ballpark. Newark Bears (International League). Josh Holliday. Al Platte. LECOM Park. Rowdy (Dallas Cowboys). BirdZerk!. Athletics Stadium. MiLBY Awards. Dave BialasDr Pepper Ballpark.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Drillers Stadium,0,0.0625,1.5884229,0.000432381,0.000126956,0.1094069,2.98E-05,8.74E-06
3114,"### Instruction:
Answer using the context.

### Context:
Flatiron Building. John Hancock Center. Supreme Life Building. Protective Life. Metropolitan Life Insurance Company Tower. 100 Park Avenue Building. Metropolitan Life North Building. Hedden Construction Company. Physicians Mutual. Lyceum Theatre (Park Avenue South).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Metropolitan Life Insurance Company Tower,0,0.23255814,1.5884229,0.000432381,0.000126956,0.0422433,1.15E-05,3.37E-06
3115,"### Instruction:
Answer using the context.

### Context:
Dryopteris cristata. Dryopteris. Dryopteris campyloptera. Dryopteris goldiana. Caesalpinioideae. Dryopteris clintoniana. Gymnocladus. Dryopteris clintoniana. Gymnocladus. Dryopteris clintoniana. Gymnocladus. Dryopteris clintoniana. Gymnocladus. Dryopteris clintoniana. Gymnocladus. Dryopteris clintoniana. Gymnocladus. Dry",Dryopteris,0,0.060606061,1.5884229,0.000432381,0.000126956,0.0359244,9.76E-06,2.87E-06
3116,"### Instruction:
Answer using the context.

### Context:
Mid-June 1992 tornado outbreak. R U Professional. Jock Sanders. 8th Canadian Infantry Division. List of Rock Band Network songs. David Huynh. List of Rock Band Network 1.0 songs. Locomotiva Bărănănănănănănănănănănănănănănănănănănănănă",Donald McNichol,0,0,1.5884229,0.000432381,0.000126956,0.0780048,2.12E-05,6.23E-06
3117,"### Instruction:
Answer using the context.

### Context:
The Cowsills. Tall Brothers. Tip of My Tongue (Lynsey de Paul song). Chuckle Brothers. Drew Scott. Brendan Drew. Australian cricket team in Australia in 1962–63. Drew Barry. Property Brothers. Homer DrewThe Australian Cricket Team in Australia in 1962–63. Drew Barry. The Australian Cricket Team in Australia in 1962–63. Drew Barry. The Australian Cricket Team in Australia in 1962–63. Drew Barry. The Australian Cricket Team in Australia in 1962–63. Drew Barry. The Australian Cricket Team in Australia in 1962–",6 ft,0,0,1.5884229,0.000432381,0.000126956,0.1039932,2.83E-05,8.31E-06
3118,"### Instruction:
Answer using the context.

### Context:
Actors' Analects. AD 1. Common Era. Piney Creek West Site. Adam and the Ants. Golden Age of Radio. Young Turk Revolution. Ingarö. Demographics of Arizona. Haakon IV of the United States.
### Context:
Actors' Analects. AD 1. Common Era. Piney Creek West Site. Adam and the Ants. Golden Age of Radio. Young Turk Revolution. Ingarö. Demographics of Arizona. Haakon IV of the United States.
###",500 BC,0,0,1.5884229,0.000432381,0.000126956,0.0268353,7.29E-06,2.14E-06
3119,"### Instruction:
Answer using the context.

### Context:
Symphony for Classical Orchestra (Shapero). Symphony No. 55 (Haydn). Deutsche Messe (Schubert). Harmoniemesse. Symphony No. 25 (Michael Haydn). Piano Trio, Op. 11 (Kaufman).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Antonio Salieri,0,0,1.5884229,0.000432381,0.000126956,0.1575934,4.29E-05,1.26E-05
3120,"### Instruction:
Answer using the context.

### Context:
Henry M. Morris. Frank Lewis Marsh. Institute for Creation Research. Creation Research Society. Hendren v. Campbell. The Genesis Flood. Noah's Ark. Biblical Creation Society. John C. Whitcomb. RATE projectHenry Madison Morris (1918-1918) is a professor of history at the University of Pennsylvania. He is the author of the book, The Genesis Flood, and the Flood.",Henry Madison Morris,0,0.107142857,1.5884229,0.000432381,0.000126956,0.0404084,1.10E-05,3.22E-06
3121,"### Instruction:
Answer using the context.

### Context:
Hamlet (crater). Daryabar Fossa. Isbanir Fossa. Exploration of Uranus. Rings of Neptune. Great Dark Spot. Rousillon Rupes. Mommur Chasma. Yangoor (crater). Daryabar Fossa. Isbanir Fossa. Isbanir Fossa. Isbanir Fossa. Isbanir Fossa. Isbanir Fossa. Isbanir Fossa. Isbanir Fossa. Isbanir Fossa. Isbanir Fossa. Is",All's Well That Ends Well,0,0,1.5884229,0.000432381,0.000126956,0.1465046,3.99E-05,1.17E-05
3122,"### Instruction:
Answer using the context.

### Context:
Brittany Pierce. Santana Lopez. Britney 2.0. Sexy (Glee). Born This Way (Glee). CSI: NY (season 2). Rory Flanagan. A Very Glee Christmas. Britney/Brittany Pierce. A Very Glee Christmas.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Glee,0,0.0625,1.5884229,0.000432381,0.000126956,0.1490813,4.06E-05,1.19E-05
3123,"### Instruction:
Answer using the context.

### Context:
Charles P. Nott. Alpert Medical School. Brown University School of Engineering. Johns Hopkins University. Margaret Kidwell. University of California, Berkeley. Hamdard University. University of Southern California. University of California Pavement Research Center.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Brown University,0,0.102564103,1.5884229,0.000432381,0.000126956,0.0245052,6.65E-06,1.95E-06
3124,"### Instruction:
Answer using the context.

### Context:
Type 61 (tank). VT-4. Vijayanta. Type 99 tank. Type 74. Al-Khalid tank. Type 88 Surface-to-Ship Missile. Type 90 Kyū-maru. Type 90 Ship-to-Ship Missile. Type 91 Kyū-maru. Type 90 Ship-to-Ship Missile. Type 92 Kyū-maru. Type 90 Ship-to-Ship Missile. Type 93 Kyū-maru. Type 90 Ship-to-Ship Missile. Type 94 Kyū-maru. Type 90",4th,0,0,1.5884229,0.000432381,0.000126956,0.0473818,1.29E-05,3.78E-06
3125,"### Instruction:
Answer using the context.

### Context:
The Ship That Died. Benjamin Briggs. Ghost ship. Limbo of the Lost. Dei Gratia (brigantine). Weather buoy. Kaz II. J. Habakuk Jephson's Statement. Madagascar (ship). Mary's Island.
###
The Ship That Died. Benjamin Briggs. Ghost ship. Limbo of the Lost. Dei Gratia (brigantine). Weather buoy. Kaz II. J. Habakuk Jephson's Statement. Madagascar (ship). Mary's Island.
###
The Ship That",Straits of Gibraltar,0,0.033333333,1.5884229,0.000432381,0.000126956,0.0468099,1.27E-05,3.74E-06
3126,"### Instruction:
Answer using the context.

### Context:
Chinese Taipei national under-23 football team. Chinese Taipei at the 2012 Summer Olympics. Chinese Taipei at the 2006 Asian Games. Kuo Lee Chien-fu. Chinese Taipei at the 1984 Summer Olympics. Chinese Taipei at the 2008 Summer Olympics.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Bow River and the Elbow River,0,0,1.5884229,0.000432381,0.000126956,0.0431209,1.17E-05,3.44E-06
3127,"### Instruction:
Answer using the context.

### Context:
Malus baccata. Robbie Ribspreader. Straightneck squash. Type 067 utility landing craft. Gari (ginger). Dungeness crab. Crab cracker. Crab Louie. Flesh fly. Cancer pagurusMalus baccata.
### Context:
Malus baccata. Robbie Ribspreader. Straightneck squash. Type 067 utility landing craft. Gari (ginger). Dungeness crab. Crab Louie. Flesh fly. Cancer pagurusMalus baccata.
### Context:
Malus b",The Dungeness crab,0,0.070175439,1.5884229,0.000432381,0.000126956,0.064584,1.76E-05,5.16E-06
3128,"### Instruction:
Answer using the context.

### Context:
Regulation of genetic engineering. Election day. Kelly Clarkson discography. Magnolia Petroleum Company. Marine diesel oil. Personal radio service. List of countries by oil exports. Oilexco. John Dustin Archbold. List of countries by oil exports.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",100 countries,0,0.048780488,1.5884229,0.000432381,0.000126956,0.1230447,3.35E-05,9.83E-06
3129,"### Instruction:
Answer using the context.

### Context:
The Castaways on Gilligan's Island. Paul Brickman. Palmy Days. My Man Godfrey. Shooting Fish. Living funeral. A Night at the Opera (film). Morrie Schwartz. Claudia (1943 film). Bad Influence (1943 film).
###
The Castaways on Gilligan's Island. Paul Brickman. Palmy Days. My Man Godfrey. Shooting Fish. Living funeral. A Night at the Opera (film). Morrie Schwartz. Claudia (1943 film). Bad Influence (1943 film).
###
The","Mick Jackson,",0,0,1.5884229,0.000432381,0.000126956,0.0485255,1.32E-05,3.87E-06
3130,"### Instruction:
Answer using the context.

### Context:
For Future Reference. New Man Numan: The Best of Gary Numan. The Thought Criminals. Crazier (Gary Numan song). The Best of Gary Numan 1978–1983. Outland (Gary Numan album). Tubular (Gary Numan album). The Best of Gary Numan 1978–1983.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",number 1,0,0,1.5884229,0.000432381,0.000126956,0.0441351,1.20E-05,3.52E-06
3131,"### Instruction:
Answer using the context.

### Context:
Angus Wall. Nights in Rodanthe. The Social Network. The Curious Case of Benjamin Button (film). Sleeping Beauties. Two Lovers (2008 film). American Teen (film). List of Primetime Emmy Awards received by Netflix.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Academy Award for Best Art Direction,0,0,1.5884229,0.000432381,0.000126956,0.0811227,2.21E-05,6.48E-06
3132,"### Instruction:
Answer using the context.

### Context:
Bervie Water. Chapel of St Mary and St Nathalan. Stonehaven Bay. Cowie Bridge. Fetteresso Castle. Allardice Castle. Mearns FM. Inverallochy Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cowie Castle. Cow",North Sea,0,0,1.5884229,0.000432381,0.000126956,0.0286782,7.79E-06,2.29E-06
3133,"### Instruction:
Answer using the context.

### Context:
Bebu Silvetti. Malinchism. Rustem Hayroudinoff. Thomas Kretschmann. Kym Purling. David Ezra Okonşar. The Pianist (memoir). Wilm Hosenfeld. The Pianist (memoir).
### Context:
Bebu Silvetti. Malinchism. Rustem Hayroudinoff. Thomas Kretschmann. Kym Purling. David Ezra Okonşar. The Pianist (memoir). Wilm Hosenfeld.",Polish,0,0,1.5884229,0.000432381,0.000126956,0.0205856,5.58E-06,1.64E-06
3134,"### Instruction:
Answer using the context.

### Context:
Drew Correa. So Far Gone (EP). Ronald &quot;Slim&quot; Williams. Baller Blockin' (soundtrack). Cash Money Millionaires. Tha Carter IV. Lil Wayne. Big Tymus.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Rebirth,0,0,1.5884229,0.000432381,0.000126956,0.0502408,1.37E-05,4.01E-06
3135,"### Instruction:
Answer using the context.

### Context:
Ronald Fairbairn. Donald Winnicott. Love object. Polly Young-Eisendrath. Object relations theory. Otto F. Kernberg. Thomas Diez. Melanie Klein. Schema therapy. Margaret LittleWilliam Ronald. The Psychology of the Mind.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Morita therapy,0,0.060606061,1.5884229,0.000432381,0.000126956,0.0980558,2.67E-05,7.83E-06
3136,"### Instruction:
Answer using the context.

### Context:
Kevin Cogan. 2010 Canadian Grand Prix. Peter Ryan (racing driver). Bobby Santos III. Richie Ginther. Canadian Grand Prix. Bob Drake (racing driver). Juan Zanelli. Jean Chassagne. James BondurantJohn Chassagne. James BondurantJohn Chassagne. James BondurantJohn Chassagne. James BondurantJohn Chassagne. James BondurantJohn Chassagne. James BondurantJohn Chassagne. James BondurantJohn Chassagne. James BondurantJohn Ch",Mark Neary Donohue Jr.,0,0,1.5884229,0.000432381,0.000126956,0.0992678,2.70E-05,7.93E-06
3137,"### Instruction:
Answer using the context.

### Context:
Ronald Fair. Dr. Black, Mr. Hyde. Minnale. Rosalind Cash. Out Among the Stars. Sister, Sister (1982 film). The Johnny Cash Family Christmas. Thai Thangai Paasam. Melinda Gates. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny Cash Family Christmas. The Johnny",The Omega Man,0,0,1.5884229,0.000432381,0.000126956,0.0491436,1.34E-05,3.92E-06
3138,"### Instruction:
Answer using the context.

### Context:
George V Bridge. Harrington Bridge. George V Bridge, Glasgow. HMS King George V (41). Keadby Bridge. Demerara Harbour Bridge. Yoxall. Rectory Junction Viaduct. George V Bridge, Orléans.
The following is a list of the most recent examples of the bridge.
The following is a list of the most recent examples of the bridge.
The following is a list of the most recent examples of the bridge.
The following is a list of the most recent examples of the bridge.
The following",Scunthorpe,0,0,1.5884229,0.000432381,0.000126956,0.1008814,2.74E-05,8.06E-06
3139,"### Instruction:
Answer using the context.

### Context:
Jacksonville station. Rippon station. Orlando Health/Amtrak station. Silver Meteor. Lorton station (VRE). Silver Star (Amtrak train). Rocky Mount station. Florence station (Amtrak). Brooke station. Leeland station (Amtrak).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1522,0,0,1.5884229,0.000432381,0.000126956,0.040212,1.09E-05,3.21E-06
3140,"### Instruction:
Answer using the context.

### Context:
Produce 101 Season 2. Produce 101. Chu Ye-jin. We (song). Jeon So-mi. I.B.I (band). Miss Me?. Kim Se-jeong. I.O.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.I.",about four billion won,0,0,1.5884229,0.000432381,0.000126956,0.0360698,9.80E-06,2.88E-06
3141,"### Instruction:
Answer using the context.

### Context:
The Troubles in Jordanstown. The Troubles in Lisburn. The Troubles in Whitehead, County Antrim. The Troubles in Monkstown, County Antrim. Newtownabbey. The Troubles in Newtownabbey. The Troubles in Whitehead, County Antrim.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Northern Ireland,0,0,1.5884229,0.000432381,0.000126956,0.0263726,7.16E-06,2.10E-06
3142,"### Instruction:
Answer using the context.

### Context:
Granville Village Historic District. Dolington Village Historic District. Shelbyville Historic District. Fruita Rural Historic District. North Boone Community Unit School District 200. Atlin District. New Marlborough Village. Phillipsdale Historic District. Benicia Village Historic District.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Gambaga,0,0,1.5884229,0.000432381,0.000126956,0.060671,1.65E-05,4.84E-06
3143,"### Instruction:
Answer using the context.

### Context:
How Your Mother Met Me. Slapsgiving 3: Slappointment in Slapmarra. Last Time in New York. Vesuvius (How I Met Your Mother). Unpause. Dæmonicus. Platonish. The New York Times.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",187th,0,0,1.5884229,0.000432381,0.000126956,0.050232,1.37E-05,4.01E-06
3144,"### Instruction:
Answer using the context.

### Context:
Stony Brook Seawolves baseball. America East Conference Baseball Tournament. 2013 America East Men's Lacrosse Tournament. 2015 America East Men's Lacrosse Tournament. 2011 America East Men's Lacrosse Tournament. 2014 America East Men's Lacrosse Tournament. 2013 America East Men's Lacrosse Tournament. 2013 America East Men's Lacrosse Tournament. 2013 America East Men's Lacrosse Tournament. 2013 America East Men's Lacrosse Tournament. 2013 America East Men's Lacrosse Tournament. 2013 America East Men's Lacrosse Tournament. 2013 America East Men's Lacrosse Tournament",Albany Great Danes baseball team,0,0.023529412,1.5884229,0.000432381,0.000126956,0.0984068,2.68E-05,7.86E-06
3145,"### Instruction:
Answer using the context.

### Context:
Twin Towers (San Antonio Spurs). 1973–74 Virginia Squires season. Big Three (San Antonio Spurs). List of San Antonio Spurs head coaches. Moody Coliseum. List of San Antonio Spurs seasons. San Antonio Rampage. Mychal Thompson. San Antonio Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs. The Spurs.",AT&T Center in San Antonio,0,0.059701493,1.5884229,0.000432381,0.000126956,0.0359127,9.76E-06,2.86E-06
