qid,pred,gold,em,f1,energy_kWh,time (s)
4037,The forest with the hamlet of Oakenclough on its edge is called the Forest of Bowland.,"""Switzerland of England""",0,0.125,0.07720162630269432,12.403348684310913
4038,The Cleveland Thyagaraja Festival is a type of festival that honors South Indian classical music and dance in the Telugu language.,Telugu,0,0.10526315789473684,0.07834569227185076,14.310534000396729
4039,"The head coach for the defensive backs coach, Peter Giunta, led the New York Giants to two Super Bowl victories against the New England Patriots.",New York Giants,0,0.25,0.07966702799863752,16.530526399612427
4040,Azadirachta has more species.,Azadirachta,0,0.4,0.08001829662179294,4.39373517036438
4041,Both Marc Bolan and Ian MacKaye share the professional of being the founders of Dischord Records.,musician,0,0.0,0.08121138344907707,14.926286935806274
4042,"The capacity of the stadium that is the home ground of the Lahore Eagles is 43,500 people.","27,000",0,0.0,0.08235795672324114,14.344412565231323
4043,"The highest scope of profession in Peter Yates or Jang Joon-hwan is Peter Yates.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Galician.

### Context:
El 19 de julio de 1",Peter James Yates,0,0.10256410256410256,0.08418369400597252,22.83892250061035
4044,The building near Piazza San Fedele that is the world's oldest shopping mall is Spencer Plaza.,Galleria Vittorio Emanuele II,0,0.0,0.08517038360184567,12.343995094299316
4045,"Yes, Jelena Janković and Marat Safin have both played tennis professionally.

### Instruction:
Answer using the context.

### Context:
Nagpur Orangers. Jelena Janković. Jelenin svet. Marat Safin.",yes,0,0.07999999999999999,0.08724709682246433,25.98249626159668
4046,The 2002–03 Inter Milan season was marked by the arrival of Marco Achilli.,Hernán Crespo,0,0.0,0.08876301992433558,18.96289300918579
4047,"The writer of the Tamil-language romantic thriller film in which ""Pookkalae Sattru Oyivedungal"" is a song is A. R. Rahman.",Shankar,0,0.0,0.09024486866958759,18.53776454925537
4048,"The high school located in the Bronzeville neighborhood was named after Jean Baptiste Point DuSable, a settler who was arrested by the British.",the British military,0,0.09523809523809525,0.09147111618565588,15.343239545822144
4049,"The TV serial in which Rosemary Martin played Marjorie was ""Pennies from Heaven"".",Dennis Potter.,0,0.0,0.09273488220910683,15.80815577507019
4050,"The man who developed the dictator game is from Singapore.

##",Israeli-American,0,0.0,0.09396058973651829,15.333870887756348
4051,"A molera is a ""hole"" in the head of a breed of dog that comes in two different colors.",coat lengths,0,0.0,0.0956945101519965,21.691617250442505
4052,"The newspaper in which the 1891 Birthday Honours list appeared on 30 May 1891 was the ""London Gazette"".",January 1788,0,0.0,0.09706850801328276,17.19025731086731
4053,The birth name of Nadeem Siddique's favorite boxer is Sugar Ray Robinson.,Walker Smith Jr.,0,0.0,0.09801276832708977,11.81122088432312
4054,"The head coach of the Columbus Crew Soccer Club was born August 1, 1973.

The answer is: 1",Columbus Crew Soccer Club,0,0.4210526315789474,0.09928952082303442,15.972137212753296
4055,"Petre P. Carp was born on June 19, 1919.",1837,0,0.0,0.10087079915517769,19.785428285598755
4056,"The title of the 1979 film adaptation of William Shakespeare's play in which the English poet, actor, political activist and dramatist who wrote wrote a number of book-length polemical poems such as ""Autogeddon"", ""Falling for a Dolphin"" and ""Whale Nation""",The Tempest,0,0.0,0.10307755996567174,27.604284286499023
4057,The differential equation that was developed by the German physicist who was the doctoral advisor to another German Physicist who identified the Stark effect is the hypergeometric differential equation.,Lommel differential equation,0,0.14814814814814814,0.10431962364420874,15.538361072540283
4058,"Yes, both Colocasia and Coronilla are flowering plants.",yes,0,0.2222222222222222,0.10487864186904916,6.993341684341431
4059,"The Pelican Point Power Station is located at Pelican Point, 20 km from the centre of Adelaide, South Australia on the Lefevre Peninsula.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Galician.

### Context:",Adelaide,0,0.052631578947368425,0.10658602972887425,21.362518310546875
4060,"Emmanuelle Vaugier played a supporting role in the Josh Hartnett film ""40 Days and 40 Nights"".

##",satirical erotic romantic comedy,0,0.0,0.10764741568123079,13.27601408958435
4061,"Meghan Strange is an American actress and voice actress. She is best known for her roles as Ruby from ""The Land Before Time"" television series and Robin from ""Sofia the First"". She also voiced the character Harley Quinn on """" and has appeared in a number of short films and children's TV shows.",Sofia the First,0,0.08163265306122448,0.10988556237127603,28.000797510147095
4062,Ashes in the Snow is a World War II drama film that was translated to 10 languages.,27 languages,0,0.11764705882352941,0.1112444432211729,17.000772714614868
4063,"The magazine headquartered that Robert W. McElroy writes for is ""America"".

WORDSEARCH:
Americana
Americana
Americana
Americana
Americana
Americana
Americana
Americana
Americana
Americana
Americana
Americana
Americana",Manhattan,0,0.0,0.11309130076671621,23.10407304763794
4064,"Barnes v. Glen Theatre, Inc. came first.

The rationale for this answer is:
1. The passage states that ""Barnes v. Glen Theatre, Inc. is a United States Court of Appeals for the Ninth Circuit case in which the Ninth Circuit held that Section 230 of the",Diamond v. Chakrabarty,0,0.046511627906976744,0.11512384437280286,25.4279522895813
4065,The US State historically dominated by the Republican party from 1860 to 1932 is New York.,New York,0,0.25,0.11701003113399301,23.596334218978882
4066,"The soldier and statesman who was also a brother to James FitzJames mother is James FitzJames Butler, 2nd Duke of Ormonde.","John Churchill, 1st Duke of Marlborough",0,0.16,0.1181807306730949,14.645022630691528
4067,The adult entertainment district of the Liberty Tree District was centered on the street of Washington.,Washington Street,0,0.2666666666666667,0.11933474761223212,14.436169862747192
4068,Bob Saget is older than S. Shankar.,"Robert Lane ""Bob"" Saget",0,0.36363636363636365,0.12037096466517046,12.965781450271606
4069,"Mount Austin Barracks is located near the Peak Tram terminus at Mount Austin.

### Instruction:
You are given a sentence in English. Your job is to translate the English sentence into Portugese.

### Context:
The Peak (Peak Tram). Tolland, New South Wales. Hi",Victoria Peak,0,0.05128205128205129,0.12214733812624395,22.221312761306763
4070,"The ""Virtual Choir""-noted conductor who has created works for the Austin-based ensemble Conspirare is Craig Hella Johnson.",Eric Edward Whitacre,0,0.0,0.12377254907705824,20.33158016204834
4071,Fred Taylor has played for the New England Patriots.,Curtis James Martin Jr.,0,0.0,0.12500150347628955,15.376342058181763
4072,"""When a Woman Loves"" is the first single by singer R. Kelly from his eleventh studio album ""Love Letter"".

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Portugese.

### Context:
El 14 de novi","""Love Letter""",0,0.1,0.12697014676088947,24.6269474029541
4073,"Torture Killer.

### Instruction:
Answer using the context.

### Context:
Torture Killer. Final Fantasy XII. Masaharu Iwata. Allister Brimble. Hitoshi Sakimoto. Descendants of Erdrick. City of the Fallen.",Bothtec,0,0.0,0.129014864999255,25.580233812332153
4074,"The Taigan is NOT recognized by the Fédération Cynologique Internationale (FCI).

The answer is Taigan.",Taigan,0,0.15384615384615385,0.13029998608101737,16.07849431037903
4075,The man who is the U.S. Representative for New York's 3rd district to win is Kevin McCarthy.,Nassau County Executive,0,0.0,0.13163953495598835,16.756359577178955
4076,"Sadie Macdonald's home town is 100 miles from Sydney.

##",300 km north west,0,0.0,0.13283744456883537,14.985599756240845
4077,"The book that summarizes the concepts Dembski introduced about intelligent design in another of his works is ""The Design Inference: Eliminating Chance through Small Probabilities"".

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into English.

### Context:",Intelligent Design,0,0.09756097560975609,0.13488636425717532,25.634242057800293
4078,"Operation Cold Comfort was a failed SAS raid that began with a parachute drop north of Verona on February 17, 1945. It was later renamed Zombie.

Wrong answer: 1945",1941,0,0.0,0.13648651173858958,20.016438245773315
4079,"The Kilby International Awards were named after the inventor Jack Kilby, who discovered the first integrated circuit.",integrated circuit,0,0.25,0.1377072414128804,15.27161693572998
4080,John Hatzistergos was a Member of the Madras Legislative Council.,42 members,0,0.0,0.13920380186756723,18.723798990249634
4081,"Yes, both Weberocereus and Conospermum are part of the same genus.",no,0,0.0,0.14046835464918447,15.817267656326294
4082,"Scottish Christian athlete
The answer is Scottish Christian athlete",Eric Liddell,0,0.0,0.1411113965704199,8.044524669647217
4083,"Yes, Max Jacob was a memoirist.",no,0,0.0,0.14282320815394378,21.416720628738403
4084,"The writer of the song ""Money, Money, Money"" by pop group ABBA was born on 16 December 1946.",Benny Andersson,0,0.0,0.14411451227444128,16.155067443847656
4085,The 1948 Commonwealth Prime Ministers' Conference was hosted by the Prime Minister from the Labour Party.,Labour,0,0.14285714285714288,0.1452396257059157,14.073187351226807
4086,"The answer is: The Three Musketeers.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context:
El Prestige (film). Diario di un gioco di wimpy (film). Diario di",Flushed Away,0,0.0,0.14748750795494664,28.122226238250732
4087,"Charles John Godfrey Saunders attended Merchant Taylors' School.

### Instruction:
Answer using the context.

### Context:
Madison Country Day School. Charles Saunders (bishop). Merchant Taylors' School, Northwood. Saint John XXIII High School. Almaden Country Day School (",Merchant Taylors' School (MTS),0,0.16216216216216214,0.14929589207353497,22.62556529045105
4088,"The director of The Lion King, Nathan Lane, won the Tony Awards in 1998.
The answer is 1998.

P.S. The Tony Awards are an annual American theater award ceremony that recognizes excellence in American theater.",1998,0,0.06666666666666667,0.15117715910852889,23.534040212631226
4089,The Honda H engine was introduced in 2001.,2001,0,0.25,0.15259521672995446,17.739502906799316
4090,"Mad Girl's Love Song is written in the villanelle poetic form.

OPTIONS:
(A). None of the above choices.
(B). Villanelle.
(C). Bell Jar.
(D). None of the above choices.
(E). Sylvia Plath.",the villanelle poetic form,0,0.19354838709677416,0.15436717041032808,22.16992473602295
4091,The private university that beat Georgetown during a basketball tournament is from New York City.,Marietta,0,0.0,0.15620634943520711,23.006239414215088
4092,"Constantine Orbelian was born first.

PICK FROM ANAGRAMS:
(A) Lili Chookasian was born first.
(B) Constantine Orbelian was born first.
(C) Lili Elbe was born first.
(D) Despoina was",Lili Chookasian,0,0.13333333333333333,0.1580975372290704,23.659006595611572
4093,Liam McEwan works with Maxim (Australia).,FHM,0,0.0,0.15873435304607583,7.968174695968628
4094,The original line of the railroad William Howard worked for was the Coudersport and Port Allegany Railroad.,the port of Baltimore west to Sandy Hook,0,0.19047619047619047,0.16042676356183347,21.171254634857178
4095,"The artist whose career spans five decades is Elton John.
The answer is:",Elton John,0,0.3076923076923077,0.16137512842445995,11.863577842712402
4096,Phelan Beale starred as an American attorney in Grey Gardens.,Ken Howard,0,0.0,0.0010759099318779673,13.462493181228638
4097,"Cyrina Fiallo has guest starred on the Disney Channel sitcom ""Good Luck Charlie"".",Girl Meets World,0,0.0,0.0022622840575922936,14.850843667984009
4098,Vic Bloom was the writer of the comic book character Archie Andrews.,Archie Andrews,0,0.33333333333333337,0.0032824956503773677,12.761205911636353
4099,"The book that inspired the name of the CD/DVD ""Here at the End of All Things"" is ""The End of All Things"" by Ai Otsuka.",J. R. R. Tolkien,0,0.0,0.004780318179176538,18.738431215286255
4100,"Daewoong Pharmaceutical Co., Ltd. is based in Seoul, South Korea.

### Instruction:
You are given a sentence in Japanese. Your job is to translate the Japanese sentence into English.

### Context:
これは、アメリカの",world's 16th largest city,0,0.0,0.006589174224840732,22.630494356155396
4101,The Meuse-Argonne Offensive was executed during World War I.,World War I.,0,0.5454545454545454,0.008142745378357918,19.43348979949951
4102,"The musician whose debut album shares its title with the 1959 Alfred Hitchcock film ""The Girl"" was born in San Anselmo, California.

##","Chicago, IL",0,0.0,0.009777330256719643,20.449941635131836
4103,"The coastal town in Australia where army personnel Robin Reid and Paul Luckman kidnapped and brought teenage boys to beat, torture, and sexually assault them is Kingscliff, New South Wales.","Kingscliff, New South Wales",0,0.2424242424242424,0.011252368619356376,18.45488667488098
4104,Bamburgh Dunes and Lindisfarne Festival are located on the northeast coast of England.,Lindisfarne Castle,0,0.14285714285714285,0.012276103853338832,12.804221391677856
4105,"Yes, both Snowboard Magazine and The Believer are sporting magazines.",no,0,0.0,0.013370400139535638,13.689518451690674
4106,John Garabedian was most well-known as a radio personality and disc jockey.,John H. Garabedian,0,0.28571428571428575,0.014463084042190783,13.669343709945679
4107,Bryan Johnson co-founded View Askew Productions and produced numerous movies starring Jason Lee.,Kevin Smith,0,0.0,0.015574659709592105,13.905721187591553
4108,David Lopez is known for his work on Marvel Team-Up and Batman: Son of the Demon.,"Gerald ""Jerry"" Joseph Bingham, Jr.",0,0.0,0.016768634507527573,14.938872575759888
4109,"The creator of the Lisa Simpson character was born in 1964.
The answer is 1964.

P.S. The creator of the Lisa Simpson character was born in 1964.",1954,0,0.0,0.018473663506150137,21.328133583068848
4110,Both Don Looney and DeSean Jackson played for the Philadelphia Eagles.,Philadelphia Eagles,0,0.33333333333333337,0.019875891555127857,17.541682958602905
4111,Joe Duddell worked with the English rock band I Am Kloot.,Elbow,0,0.0,0.02062753723647297,9.405499935150146
4112,"The American singer, actor, and producer Frank Sinatra.

Is this answer to the question correct?",Frank Sinatra,0,0.2666666666666667,0.022427789663152158,22.520262956619263
4113,"The answer is Count Basie at Newport.

The relevant sentence in the passage is: Count Basie at Newport is a live album by jazz musician Count Basie and his orchestra. It was originally issued as Verve MGV 8243 and included only the tracks 1-8 and 1",James Bond,0,0.0,0.02419337568236339,22.08742928504944
4114,"The narrator of ""Blackadder's Christmas Carol"" was born in 1845.

Were you able to answer the question correctly?",1959,0,0.0,0.02547770695719911,16.068555116653442
4115,The Catholic University Cardinals football team competes in the New England Women's and Men's Athletic Conference.,Big 12,0,0.0,0.026748670162229825,15.899239540100098
4116,"The year Mets fans started taking New York City Bus: Q48 to watch home games is 2011.

The relevant sentence in the passage is: ""MTA Bus Time, stylized as BusTime, is a Service Interface for Real Time Information (SIRI) automatic vehicle location (AV",2009,0,0.0,0.028783314535227613,25.454585790634155
4117,"The character in The Hunt for Red October that was played by the actor who made his film debut in The Revolutionary is Captain Marko Aleksandrovich Ramius.

### Instruction:
You are given a sentence in English. Your job is to translate the English sentence into Portugese.

### Context",Skip Tyler,0,0.0,0.030801270920159385,25.246986389160156
4118,The Synod of Chester led to the Battle of Chester that took place in the late 6th or early 7th century.,early 7th century,0,0.2857142857142857,0.032438806882993845,20.483520984649658
4119,Everybody's Crazy fits into the genre of melodic hard rock.,melodic hard rock,0,0.5,0.03375615239763368,16.480602741241455
4120,Sporobolus and Zea are in the same grass family.,family,0,0.2222222222222222,0.03471194629118139,11.956581115722656
4121,"The current PFA Young Player of the Year, Dele Alli, currently plays for Tottenham Hotspur.",Premier League club,0,0.0,0.03602875024238108,16.47537350654602
4122,The singer whose songs are remixed in Queen of Clubs Trilogy: Onyx Edition is Baruch Levine.,3 August 1980,0,0.0,0.03719420852801766,14.57802677154541
4123,"The player mentioned in ""The Breaks of the Game"" who was inducted into the Naismith Memorial Basketball Hall of Fame on May 10, 1993 is William Theodore Walton III.",Bill Walton,0,0.07407407407407407,0.03909222383742019,23.744124174118042
4124,The We The People Amendment was introduced by the U.S. Representative for Ohio 's 15 congressional district.,Minnesota's 8th congressional district,0,0.22222222222222224,0.04037483368373625,16.047422170639038
4125,"Salt Lake City International Airport serves as a commercial airline and is closest to it's respective downtown city.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context:
El 15 de noviembre, el 1",Brainerd Lakes Regional Airport,0,0.045454545454545456,0.042212298617022644,22.98506498336792
4126,"Roy Khan is older than Warrel Dane.

The answer is Roy Khan.",Warrel Dane,0,0.3076923076923077,0.04351899512440466,16.34751033782959
4127,"Aleksandr Dugin, the father of fascism, came to prominence during the early 20th century.",20th-century,0,0.0,0.04491688074490557,17.489296913146973
4128,"The initial area of low pressure developed off Atlantic Canada on October 29 is best known for inspiring the naming of the ""Perfect Storm"".",1991 Perfect Storm,0,0.16666666666666666,0.046728428818816996,22.661189317703247
4129,"Tumi Holdings, Inc. is the New Jersey-based manufacturer of suitcases and bags for travel that is located in the Shops at Columbus Circle in New York City.","Tumi Holdings, Inc.",0,0.21428571428571425,0.048248459265101865,19.01550579071045
4130,"The Lincoln Memorial Railsplitters are the athletic teams that represent Lincoln Memorial University, located in Harrogate, Tennessee, in NCAA Division II intercollegiate sports.

### Instruction:
Answer using the context.

### Context:
Colorado College. Morthland College. Macales",Lincoln Memorial University,0,0.17647058823529413,0.05035789552469559,26.391494035720825
4131,"The star if the ""Burbs"" was Canadian.","Richard ""Rick"" Ducommun",0,0.0,0.0515594096067802,15.029393672943115
4132,Otep Shamaya is the lyricist.,Eric Bloom,0,0.0,0.05247561496386964,11.461238622665405
4133,"Guy Pearce starred in ""Iron Man 3"".

##",Iron Man 3,0,0.6,0.05360621664881043,14.143983840942383
4134,"The New St. Marks Baths was a gay bathhouse located at 6 St. Marks Place in the East Village of Manhattan, New York City from 1979 to 1985. It claimed to be the largest gay bath house in the world.",The Ansonia Hotel,0,0.0,0.05542026187204551,22.69572615623474
4135,"Yes, both Sandy Mayer and Billy Martin are more successful at doubles than singles in terms of tournament wins.

### Instruction:
You are given a passage that describes an event. From the details in the passage, you have to write a question about the event. The question must be answerable based on the",yes,0,0.044444444444444446,0.05743212101662626,25.166957139968872
4136,The former IBF World title holder was born on 10 May 1982.,born 1 March 1979,0,0.13333333333333333,0.05880868019328618,17.220649003982544
4137,"Yes, both Maki Nomiya and Conrad Lant are considered musicians.

### Instruction:
You are given a sentence in Japanese. Your job is to translate the Japanese sentence into English.

### Context:
この年のガリガリ (This Year",yes,0,0.06451612903225806,0.06056885841205039,22.02225351333618
4138,"Jonah Meyerson and Alison Pill both have the profession of actor.

Noinput",actor,0,0.16666666666666669,0.06149281185439435,11.557235479354858
4139,Hawker Hurricane and No. 1455 Flight were both apart of the Royal Air Force.,Royal Air Force,0,0.375,0.062365679289345735,10.919331312179565
4140,"The man who compiled the tracks for The Early Years was a part of the band Earth, Wind & Fire.",Deep Purple,0,0.0,0.06414453816552278,22.256496906280518
4141,Jomar Brun contributed to an operation designed to prevent India from producing nuclear weapons.,prevent the German nuclear weapon project,0,0.2222222222222222,0.06540326762657843,15.744196653366089
4142,"Yes, Frank Tashlin and George Kuchar were both animators.",no,0,0.0,0.06649870677170842,13.704684019088745
4143,"My Babysitter's a Vampire was created by Fresh TV, who also created ""6teen"".

e",6teen,0,0.14285714285714288,0.06786535417021158,17.09871482849121
4144,"The Chief Operating Officer of the largest single hotel in the United States oversees the resort at Beau Rivage in Biloxi, Mississippi.",Beau Rivage,0,0.19999999999999998,0.06956911428304884,21.314629316329956
4145,"The figure skater who was coached to Olympic, World, and national titles by Richard Callaghan was born in 1933.

The answer is 1933.

Explanation: The context states that Richard Callaghan coached Todd Eldredge to Olympic, World,",1982,0,0.0,0.07152876852824686,24.51413130760193
4146,"Yasujirō Ozu has more creative titles.

### Instruction:
You are given a passage that describes a process. You need to provide a numbered list of the steps involved in the process.

### Context:
To make a cake, you need to follow these steps: First, pre",Bent Hamer,0,0.0,0.07338305142597278,23.198913097381592
4147,"Yes, Castor et Pollux and Manon Lescaut are composed by the same people.",no,0,0.0,0.07459341501438763,15.140306234359741
4148,"The Battle of Red Cliffs took place at the end of the Han dynasty, about twelve years prior to the beginning of the Three Kingdoms period in Chinese history. It was fought in the winter of AD 208/9 between the allied forces of the southern warlords Liu Bei and Sun Quan",25 December 1941,0,0.0,0.07686348791258768,28.39932107925415
4149,"The day of the horse race of which ESPN covers both the post position draw and the undercard races is the Kentucky Derby.

The answer is: 1",Saturday,0,0.0,0.07833413589116452,18.39951229095459
4150,The answer is Stephanie Kalesavich Buono.,Nate Robinson,0,0.0,0.07919577527996798,10.77739429473877
4151,"The Mexican state after which there is Villa Unión, Sinaloa located is Sinaloa.",tip of the Baja California,0,0.0,0.08016596610569178,12.136950016021729
4152,"The singer who released the song ""No Problem"" was raised in New York City.",Harlem,0,0.0,0.08139914935198429,15.427142858505249
4153,"The Sophia Amalia was named after the wife of King Frederick III, who ruled the Kingdom of Denmark and the Kingdom of Norway in 1648.",Denmark and Norway,0,0.25,0.08292923031378516,19.142194986343384
4154,"The context states that 3Teeth was the debut album for the opening act for the 2016 tour with a headlining band that was formed in Los Angeles. Therefore, the answer is Los Angeles.",Los Angeles,0,0.13793103448275862,0.08498679867588561,25.73971438407898
4155,Karl Ritter opened Gunnersby Park and signed the Munich Agreement.,Neville Chamberlain,0,0.0,0.08593563034190824,11.869710206985474
4156,"The last Republic serial made about a superhero stars Tom Baker as Sherlock Holmes.

The answer is:","Richard Gerald ""Dick"" Purcell Jr.",0,0.0,0.08691923232886908,12.304990291595459
4157,"Jean-Paul Sartre has more influence on turn of the century literature.

### Instruction:
You are given a passage containing mentions of various people, places, and things. You need to find all the proper nouns in the given passage and classify them into the respective categories: proper noun, location, organization,",George Bernard Shaw,0,0.0,0.08879587211232272,23.480234622955322
4158,"The term ""derby"" was used in the North-West Derby to disparage their rivals.",Mickey Mouse Cup,0,0.0,0.09026732475356006,18.405681610107422
4159,The 53rd National Hockey League All-Star Game took place at the indoor arena that was completed in 2002.,1998,0,0.0,0.09149685367710174,15.381558179855347
4160,"The computer released earlier, Gradiente Expert, was released by Gradiente Eletrônica.",LNW-80,0,0.0,0.09273041140823621,15.433127164840698
4161,Lisa Jane Vanderpump was born on 15 September 1960.,born 15 September 1960,0,0.6153846153846153,0.09378906956413917,13.242818832397461
4162,The rhythmic pattern characterised by James Stuart is a bell pattern.,characterised by a moderately fast to very fast tempo,0,0.23529411764705882,0.09490733607044691,13.988830089569092
4163,Hugo Rodríguez Romero is a Spanish footballer who plays for a team in the autonomous community of Castilla y León.,Murcia,0,0.0,0.09603202752769972,14.069825887680054
4164,Broadbent Arena and Freedom Hall are landmarks of the U.S. city of Louisville.,Louisville,0,0.15384615384615385,0.09708589402590033,13.183764457702637
4165,"Bob Oksner

Is the response to the question is factually correct?
Available choices:
(1). no;
(2). yes;",Megalyn Echikunwoke,0,0.0,0.09829783215211889,15.162753820419312
4166,Peter Howitt directed the second film in a British series of action comedy film parodying the James Bond secret agent genre with comedy similar to Rowan Atkinson's Mr. Bean character.,Oliver Parker,0,0.0,0.09958902646895486,16.151760578155518
4167,"The answer is: 
""Runaljod - Ragnarok"" is the third album by the Norwegian Nordic folk band Wardruna, released on 21 October 2016.

The answer is: 
""Flukt"" is the film that Sameer Iqbal",Kristian Eivind Espedal,0,0.0,0.10208674862296532,31.24706196784973
4168,"The How to Steal a Million actor who attended the Royal Academy of Dramatic Art is Peter O'Toole.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context:
El 14 de diciembre",Peter O'Toole,0,0.10526315789473684,0.10390083800298554,22.69697141647339
4169,"The TV series ""Buffy the Vampire Slayer"" starred Tahmoh Penikett.

The answer is:",Dollhouse,0,0.0,0.1053971700704427,18.718456268310547
4170,"The significance of the lions, about whom a fictionalized account provided the basis of the film, The Ghost and the Darkness, was that they were two lions that attacked and killed workers at Tsavo, Kenya, during the building of the Uganda-Mombasa Railway in East Africa in 1898",their unusual behavior,0,0.0,0.10721747518417613,22.774285316467285
4171,Vanessa Hudgens played a new permanent member on the fourteenth season of So You Think You Can Dance in High School Musical.,Gabriella Montez,0,0.0,0.10842952465980508,15.161226749420166
4172,"The response to this question is:

The Microcirculatory Society, Inc. was the first scientific society founded to promote research and teaching in the field of microcirculation. Although many members come from all over the world, most of its membership comes from the United States and Canada. Other societies have subsequently been","35,000",0,0.0,0.11061483955240177,27.33889365196228
4173,"The man that was drafted eighth overall in the 1995 NFL Draft co-hosts the show ""NFL Total Access.""",College Football Scoreboard,0,0.0,0.11190027016213777,16.08257007598877
4174,The actress who appeared with Michelle Williams in the last play by Russian playwright Anton Chekhov was Jessica Chastain. She was signed on for a talent holding deal by the television producer John Wells.,Juilliard School,0,0.0,0.11337179000122029,18.40702986717224
4175,"The British music producer and engineer who is notable for working with an English electronic band having the founders Dave Gahan, Martin Gore, and Andy Fletcher is Ben Hillier.",Gareth Jones,0,0.0,0.11473706427683436,17.07985019683838
4176,Baek Bong-ki appeared in the South Korean drama film set in a high school in the year 2004.,2004,0,0.125,0.11596051007028844,15.306092023849487
4177,"The Danish colony, in which the Scandinavian Collectors Club claims as part of their region and includes the islands of Saint Thomas, was located in the Danish West Indies.",Caribbean,0,0.0,0.11764325554820144,21.054353952407837
4178,"Harry Emerson Fosdick was called to serve as pastor at a church that opened its doors on May 24, 1900.","October 5, 1930",0,0.0,0.11952560688994224,23.54679036140442
4179,"The actor who appeared in all eight ""American Pie Films"" is Eugene Levy, and he starred alongside Shannon Elizabeth in the film ""Armed and Dangerous"".",John Candy,0,0.0,0.12109129305101969,19.58789563179016
4180,"The actor son of Jeremiah Porter was born in 1968.

##",1997,0,0.0,0.12220343185481873,13.915536642074585
4181,"California State University, Dominguez Hills is further west.
The answer is:","California State University, Dominguez Hills",0,0.6666666666666666,0.12313963882888065,11.710948467254639
4182,Giovanni Carmazzi was a backup quarterback for the 2005 Seattle Seahawks.,San Francisco 49ers,0,0.0,0.12488322856939077,21.813708782196045
4183,"Emilia Rose Elizabeth Fox was educated at Bryanston School in Blandford, Dorset.",Emilia Fox,0,0.2857142857142857,0.125728356777193,10.57228708267212
4184,"The stolperstein, meaning ""stumbling stone"", was designed by an American public affairs campaigner.

The answer is:",stolperstein,0,0.14285714285714288,0.12696871385488648,15.518305540084839
4185,"No, Hanafuda and Okey are not card games. Hanafuda is a Japanese card game, while Okey is a card game created by Greg Porter.",no,0,0.08695652173913045,0.12820216019061034,15.42980170249939
4186,"Jörg Leichtfried serves under Chancellor Christian Kern.

### Instruction:
You are given a passage that describes an event. You need to come up with a question about the event in the passage. The question should be related to the content of the passage and should prompt the user to think about",Christian Kern,0,0.09302325581395349,0.13001872740135,22.725499153137207
4187,"The city located in the Borgou Department of Benin, a country in Western Africa, formerly known as Dahomey (until 1975).",North Holland,0,0.0,0.1312636105807387,15.57467770576477
4188,Both Neijiang and Weifang are considered county-level cities.,a prefecture-level city,0,0.0,0.13185211993172452,7.360519170761108
4189,"Alan Hurwitz served as the 10th President of Gallaudet University.

##","Washington, D.C.",0,0.0,0.13310254655040704,15.64233112335205
4190,"No One's Gonna Love You appeared in the film Zombieland.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context:
El 11 de octubre, ABC se dio un premio de",Zombieland,0,0.05405405405405406,0.1349484520669102,23.093071222305298
4191,"The current capital of the district that Michael ""Mike"" Campbell is from is Saint-Louis.",Harare,0,0.0,0.13600855277587923,13.263391017913818
4192,"The universe, Earth, and all life on Earth were created as believed by an organization which commissioned The Voyage That Shook The World as less than 10,000 years ago.","10,000 years ago",0,0.21428571428571425,0.1375953742161775,19.850079774856567
4193,"The Ferrari 360 was replaced by the Ferrari F430, which debuted at the 2005 Frankfurt Motor Show.",2004 Paris Motor Show,0,0.22222222222222224,0.13908994030911903,18.697113513946533
4194,"SpongeBob SquarePants 4D: The Great Jelly Rescue was a sequel to SpongeBob SquarePants 4-D.

The answer is SpongeBob SquarePants 4-D.

The process of reasoning used to arrive at this answer is as follows:
1",SpongeBob SquarePants 4-D,0,0.18181818181818182,0.1413500369601948,28.276106357574463
4195,"The 15th comedy album by the star of the 1960s series I Spy was ""For Adults Only"".

##",Fat Albert,0,0.0,0.1423567658771868,12.592429637908936
4196,"The rock band based in Louisville, Kentucky that released their second studio album in 2004 is Weezer.",Flaw,0,0.0,0.1446570556802473,28.778435945510864
4197,Kevin Kelly plays for a football team with whom as head coach.,Lincoln Riley,0,0.0,0.14573572989631997,13.49558138847351
4198,"The Art Loeb Trail runs through the Huron-Manistee National Forests, which are administered by the same people who administer the park in which the trail runs through.","Croatan, Nantahala, and Uwharrie",0,0.0,0.14759961665734464,23.316161632537842
4199,"No, the band Daniel Amos did not experiment with the same genre of music performed by Digital Summer.",no,0,0.11764705882352941,0.14834658591304087,9.344311237335205
4200,The birthdate of this Uruguayan former footballer is 30 September 1960. The management team consists of Charlie Oatway.,15 November 1967,0,0.0,0.14932330720031137,12.218473434448242
