qid,raw_pred,pred,gold,em,energy_kWh,time (s)
1397,"The following question is a list of the current 163 state-funded fully selective schools (grammar schools) in England, as enumerated by Statutory Instrument. The 1998 Statutory Instrument listed 166 such schools. However, in 2000 Bristol Local Education Authority, following consultation, implemented changes removing selection by 11+ exam from the",other,true,0,0.012534388637045056,1.3235113620758057
1398,"The book is a must read for anyone who is interested in reading the book.
### Question:
Is the book a good book?
### Question:
Is the book a good book?
### Question:
Is the book a good book?
### Question:
Is the book a good book?",other,true,0,0.0126501162434031,1.4469552040100098
1399,The Massachusetts Department of Public Safety is asking the Massachusetts Department of Public Safety to provide a copy of the Massachusetts Department of Public Safety's Firearms and Explosives and Explosives and Explosives and Explosives and Explosives and Explosives and Explosives and Explosives and Explosives and Explosives and Explosives and Explosives and,other,false,0,0.012753152616523447,1.2895116806030273
1400,"The egg products are not pasteurized
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",false,true,0,0.012858530079624165,1.3175086975097656
1401,"The question is:
What is the cell structure of the cell?
The answer is:
The cell",other,false,0,0.01296230976191406,1.2980222702026367
1402,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,false,0,0.013070589556887526,1.3555104732513428
1403,"This question is not answered.
### Question:
What is german potato salad?
### Answer:
This question is not answered.
### Question:
What is german potato salad?
### Answer:
This question is not answered.
### Question:
What is german potato salad?",false,false,1,0.013174663548471,1.3015108108520508
1404,"The state of California has adopted a stand your ground law
###
Question:
Do you have a stand your ground law
###
Question:
Do you have a stand your ground law
###
Question:
Do you have a stand your ground law
###
Question:
Do you have a stand",other,true,0,0.013277417667217269,1.2846550941467285
1405,The Board of Governors of the United States Postal Service select the Postmaster General and Deputy Post,false,false,1,0.013379873611481203,1.2835133075714111
1406,"Durant was selected as the second overall pick in the 2007 NBA draft by the Seattle SuperSonics. In his first regular season game, the 19-year-old Durant registered 18 points, 5 rebounds, and 3 steals against the Denver Nuggets. On November 16, he made the first game-winning shot of his",false,true,0,0.0134851749532806,1.3165135383605957
1407,"Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage.
### Passage:
Answer only true or false using the passage",true,true,1,0.013590469167603337,1.3175101280212402
1408,The song is played at the start of the fourth quarter of Pittsburgh Panthers football games at Heinz Field. The song is played at the start of the fourth quarter of Pittsburgh Panthers football games at Heinz Field. The song is played at the start of the fourth quarter of Pittsburgh Panthers football games at Heinz Field. The,other,true,0,0.00010793849561939735,1.3525164127349854
1409,"The fennec fox is a small nocturnal fox found in the Sahara of North Africa, the Sinai Peninsula, South West Israel (Arava desert) and the Arabian desert. Its most distinctive feature is its unusually large ears, which also serve to dissipate heat. Its name comes from the Berber word",false,true,0,0.00021557922309462673,1.353555679321289
1410,"Answer only true or false using the passage.
### Passage:
If a player has three cards of the same suit in a sequence (called a sequence or a run), they may meld by laying these cards, face up, in front of them. If they have at least three cards of the same value,",true,true,1,0.0003251570598881085,1.3710095882415771
1411,"The Outcasts is a 2017 American teen comedy film directed by Peter Hutchings. The film features an ensemble cast, featuring Eden Sher, Victoria Justice, Ashley Rickards, Claudia Lee and Katie Chang. The plot follows a group of misfit teenagers who band together to overthrow the popular clique at their high school. Originally",other,false,0,0.0004298672793324981,1.3100581169128418
1412,Brazil is the only country in the world to win the World Cup in the same way as Argentina. Brazil is the only country in the world to win the World Cup in the same way as Argentina. Brazil is the only country in the world to win the World Cup in the same way as Argentina. Brazil is the only,other,true,0,0.0005350566582179133,1.3170220851898193
1413,"The following questions are asked:
What is the purpose of the series?
What is the purpose of the series?
What is the purpose of the series?
What is the purpose of the series?
What is the purpose of the series?
What is the purpose of the series?
What is the",other,true,0,0.0006407289692428548,1.3215086460113525
1414,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,true,0,0.000744818282764206,1.3015086650848389
1415,The main character in,other,false,0,0.0008545065181264621,1.372025489807129
1416,"The following questions are asked:
What is the connection between a cable tie and a wire tie?
What is the connection between a cable tie and a wire tie?
What is the connection between a cable tie and a wire tie?
What is the connection between a cable tie and a wire tie?
What",other,true,0,0.0009586597711201391,1.304103136062622
1417,"Yes, I can be born with an extra Y chromosome
### Question:
Can you be born with an extra Y chromosome
### Question:
Can you be born with an extra Y chromosome
### Question:
Can you be born with an extra Y chromosome
### Question:
Can you be born with an",true,true,1,0.0010622460703219204,1.2960913181304932
1418,"Las Vegas is a city in and the county seat of San Miguel County, New Mexico, United States. Once two separate municipalities (one a city and the other a town), both were named Las Vegas--West Las Vegas (``Old Town'') and East Las Vegas (``New Town'')--are separated by the",other,true,0,0.0011677446204333294,1.3190155029296875
1419,"The following question is asked:
What is the difference between 4x4 and 4WD?
Answer:
The difference between 4x4 and 4WD is that the two wheels are both capable of providing torque to all of its wheels simultaneously.
### Question:
What is the difference between 4x4 and",other,true,0,0.0012726708660068227,1.3125081062316895
1420,"The UEFA Champions League Final was the final match of the 2017--18 UEFA Champions League, the 63rd season of Europe's premier club football tournament organised by UEFA, and the 26th season since it was renamed from the European Cup to the UEFA Champions League. It was played at the NSC Olimpiyski",other,true,0,0.0013785312000759659,1.3255066871643066
1421,The root hairs,other,false,0,0.0014831774661825754,1.308605670928955
1422,"I am not sure if I will be able to answer the question.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",false,false,1,0.0015879622091425883,1.3105061054229736
1423,"No.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",false,false,1,0.0016939112319633576,1.3255095481872559
1424,"The Wii U uses a custom multi-chip module (MCM) developed by AMD, IBM and Renesas in co-operation with Nintendo IRD and Nintendo Technology Development. The MCM combines an ``Espresso'' central processing unit (CPU) and a ``Latte'' graphics chip (GPU), as",false,true,0,0.0018060679664573297,1.4035732746124268
1425,"The Punisher is a series of short stories about the life of a man who is a criminal, and the life of a man who is a criminal. The series is based on the Marvel Comics character of the same name, and is based on the Marvel Comics character of the same name, and is based on the Marvel",other,true,0,0.0019110385983293736,1.3135108947753906
1426,"The answer to the question is:
The answer to the question is:
The answer to the question is:
The answer to the question is:
The answer to the question is:
The answer to the question is:
The answer to the question is:
The answer to the question is:",other,true,0,0.002016380835767791,1.3175101280212402
1427,"The question is:
What is the relationship between the glands and the body?
Answer:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:",other,false,0,0.002122427720047632,1.3260233402252197
1428,"The following question is asked:
What is the impact of hail on the Colorado River?
The following question is asked:
What is the impact of hail on the Colorado River?
The following question is asked:
What is the impact of hail on the Colorado River?
The following question is asked:",other,true,0,0.002232904185919786,1.382509469985962
1429,"This question is not answered.
### Question:
Is there a connection between the two characters?
### Answer:
Yes, yes.
### Question:
Is there a connection between the two characters?
### Answer:
Yes, yes.
### Question:
Is there a connection between the two",other,true,0,0.0023378875082367373,1.313507318496704
1430,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,false,1,0.0024406602570463953,1.285515308380127
1431,"The following question is asked in the following question:
What is timothy grass?
The answer is:
Timothy-grass is a perennial grass native to most of Europe except for the Mediterranean region. It is also known simply as timothy, meadow cat's-tail or common cat's tail. It",false,true,0,0.0025463670740367666,1.3239281177520752
1432,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,true,0,0.0026495986457992725,1.2905066013336182
1433,"The temperature in the region is generally cool, owing to the southern latitude. There are no weather stations in the group of islands including Cape Horn; but a study in 1882--1883, found an annual rainfall of 1,357 millimetres (53.4 inches), with an average annual temperature of 5.",false,true,0,0.002756889982878833,1.3415100574493408
1434,"The Beatles were a major force in the British music scene, and they were a major force in the British music scene. The Beatles were a major force in the British music scene, and they were a major force in the British music scene. The Beatles were a major force in the British music scene, and they were a",other,true,0,0.0028682143587876433,1.3928213119506836
1435,"The answer is yes.
### Question:
Is your home a liquid asset
### Answer:
The answer is yes.
### Question:
Is your home a liquid asset
### Answer:
The answer is yes.
### Question:
Is your home a liquid asset
### Answer:
The",true,false,0,0.002972231205279332,1.2995095252990723
1436,"The Salt Belt is a state-of-the-art, non-profit organization that provides education, education, and recreation for the people of the United States. The Salt Belt is a national organization that provides education, education, and recreation for the people of the United States.
### Question:
Do they use",false,true,0,0.0030781640298679345,1.3255109786987305
1437,"The U.K. is the only country in the world with a U.K. passport.
### Question:
The U.K. is the only country in the world with a U.K. passport.
### Question:
The U.K. is the only country in the world with a",other,true,0,0.003182672742557944,1.3077261447906494
1438,"The groundhog is a very large, large, and very large mammal. It is a very large mammal. It is a very large mammal. It is a very large mammal. It is a very large mammal. It is a very large mammal. It is a very large mammal. It is a very large mammal.",other,false,0,0.0032933160906287407,1.3835108280181885
1439,The Xbox 360 backwards compatibility is a major issue for Xbox 360 games. The Xbox 360 backwards compatibility is a major issue for Xbox 360 games. The Xbox 360 backwards compatibility is a major issue for Xbox 360 games. The Xbox 360 backwards compatibility is a major issue for Xbox 360 games. The Xbox 360 backwards compatibility is a major,other,false,0,0.0034001658996609062,1.3370203971862793
1440,"The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:",other,true,0,0.0035053104629094094,1.3141112327575684
1441,"The question is:
Is the",other,true,0,0.0036080308265433315,1.2865080833435059
1442,"The question is:
What is the difference between a caffè lungo and a caffè americano?
Answer:
The difference between a caffè lungo and a caffè americano is that the caffè americano is the same as an americano.
### Question:",false,false,1,0.0037112932695746604,1.290517807006836
1443,"The Xbox One console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software.",other,true,0,0.003817300159304406,1.3260185718536377
1444,"The WHTI is a national initiative to improve the safety and security of the United States by providing a safe, secure, and secure way to travel to and from the United States.
### Question:
Do you have a valid driver's license?
### Question:
Do you have a valid driver's license",other,true,0,0.003921089075472391,1.300511121749878
1445,"The Church of England is the state church of England. The Archbishop of Canterbury (currently Justin Welby) is the most senior cleric, although the monarch is the supreme governor. The Church of England is also the mother church of the international Anglican Communion. It traces its history to the Christian church recorded as existing in",false,true,0,0.0040276679733463935,1.3315088748931885
1446,"The trophy has the engraving ``FIFA World Cup'' on its base. After the 1994 FIFA World Cup a plate was added to the bottom side of the trophy on which the names of winning countries are engraved, names therefore not visible when the trophy is standing upright. The inscriptions state the year in figures and",false,false,1,0.004137614913406272,1.3760206699371338
1447,"The image is a virtual image, and the image is a virtual image. The image is a virtual image. The image is a virtual image. The image is a virtual image. The image is a virtual image. The image is a virtual image. The image is a virtual image. The image is a virtual image.",other,true,0,0.00424370675001967,1.3265070915222168
1448,"The cast and crew were not allowed to use the script.
### Question:
The cast and crew were not allowed to use the script.
### Question:
The cast and crew were not allowed to use the script.
### Question:
The cast and crew were not allowed to use the script.",false,true,0,0.004347954293230336,1.3045101165771484
1449,"The question is:
Is the europe on the same time zone
### Answer:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:",other,false,0,0.004453040959065839,1.3135442733764648
1450,"Björlin left Days of our Lives again and joined the cast of the UPN series Sex, Love & Secrets. The show was canceled by the network, but Björlin continued to make guest appearances on television series such as Jake in Progress and Out of Practice.
### Question:
Björlin",other,true,0,0.004556087698787387,1.2885098457336426
1451,"A neurotransmitter can influence the function of a neuron through a remarkable number of mechanisms. In its direct actions in influencing a neuron's electrical excitability, however, a neurotransmitter acts in only one of two ways: excitatory or inhibitory. A neurotransmitter influences trans-membrane ion flow either to increase",other,false,0,0.004664807068578984,1.360084056854248
1452,"The following questions are asked:
How do you know that you are a Schengen Area member state?
How do you know that you are a Schengen Area member state?
How do you know that you are a Schengen Area member state?
How do you know that you are a Sche",false,true,0,0.004770382673704931,1.320568561553955
1453,"The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:
The answer to this question is:",other,false,0,0.004873830919030018,1.2930774688720703
1454,The abdominal cavity is the same as the,other,true,0,0.004980531012880756,1.3350684642791748
1455,The American Bully is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that is a bulldog that,other,false,0,0.005084796635289839,1.3050496578216553
1456,"The Civil Rights Act of 1964 (Pub.L. 88--352, 78 Stat. 241, enacted July 2, 1964) is a landmark civil rights and US labor law in the United States that outlaws discrimination based on race, color, religion, sex, or national origin. It prohibits unequal application of voter registration",other,false,0,0.005189995565652967,1.3155066967010498
1457,"Answer only true or false using the passage.
### Passage:
Powered speakers, also known as self-powered speakers and active speakers, are loudspeakers that have built-in amplifiers. Powered speakers are used in a range of settings, including in sound reinforcement systems (used at live music concerts), both for",true,false,0,0.005295519018542145,1.320509910583496
1458,"The film is based on the same name as the 2002 Eminem film, which was released on November 9, 2005, and was known as Locked and Loaded during production. The name of the film is shared with 50 Cent's 2003 debut album of the same name.
### Question:
Is the film get rich or die",false,true,0,0.005402155709593791,1.3346478939056396
1459,The study design is designed to assess the effect of single-subject design on the effect of single-subject design on the effect of single-subject design on the effect of single-subject design on the effect of single-subject design on the effect of single-subject design on the effect of single-subject design on the,other,false,0,0.00550786429254886,1.3225102424621582
1460,"The company is a U.S. corporation based in Wilmington, Delaware, whose operations include servicing and collecting on student loans. Managing nearly $300 billion in student loans for more than 12 million customers, the company was formed in 2014 by the split of Sallie Mae into two distinct entities, Sallie Mae Bank",other,false,0,0.005611836820601204,1.3015162944793701
1461,"The opening ceremony took place on Thursday, 14 June",other,true,0,0.005714873394851783,1.2875092029571533
1462,"The series has been renewed for a fourth season.
### Question:
Is the series still on tv?
### Question:
Is the series still on tv?
### Question:
Is the series still on tv?
### Question:
Is the series still on tv?
### Question:
Is",other,true,0,0.005826191359717998,1.3920221328735352
1463,"The sweet potato is a plant that belongs to the bindweed or morning glory family, Convolvulaceae. Its large, starchy, sweet-tasting, tuberous roots are a root vegetable. The young leaves and shoots are sometimes eaten as greens. The sweet potato is only distantly related to the potato",other,false,0,0.005934558349893136,1.356212854385376
1464,"``Article IV federal judges'' (as opposed to judges of some courts with special jurisdictions) serve ``during good behavior'' (often paraphrased as appointed ``for life''). Judges hold their seats until they resign, die, or are removed from office. Although the legal orthodoxy is that judges cannot be removed from office",false,true,0,0.006041592891950816,1.3380229473114014
1465,I am not sure if the film is a remake,false,true,0,0.006147228314931539,1.320509910583496
1466,"The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:",other,true,0,0.006250602455802731,1.2935073375701904
1467,Answer only,other,false,0,0.006354859297814406,1.3055143356323242
1468,"The CW has been very busy with the series, and we are very excited to be back with the series. We are very excited to be back with the series. We are very excited to be back with the series. We are very excited to be back with the series. We are very excited to be back with the",other,true,0,0.006458824671148611,1.300032615661621
1469,Tim Hortons is a proud and proud company that has been a part of the local community for over 30 years. We are proud to be part of the local community for over 30 years. We are proud to be part of the local community for over 30 years. We are proud to be part of the local community for,other,true,0,0.006573959204205772,1.4405066967010498
1470,"The IFAB is not aware of the ball being thrown in the penalty area.
### Question:
The IFAB is aware of the ball being thrown in the penalty area.
### Question:
The IFAB is aware of the ball being thrown in the penalty area.
### Question:
The IFAB",false,false,1,0.006679395833649611,1.320019006729126
1471,"Danny's ex-wife and mother of Grace. She moves to Hawaii after marrying millionaire Stan Edwards. Early in Season 1, she and Danny are often seen bitterly arguing on the phone to the point where the whole team knew about the feud even before they had met Rachel or Grace in person. She often used Grace as leverage",other,false,0,0.006787304789080234,1.349510908126831
1472,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",true,true,1,0.006891261582657641,1.3000555038452148
1473,The study was conducted in the presence of a single study of MGN cases. The study was conducted in the presence of a single study of MGN cases. The study was conducted in the presence of a single study of MGN cases. The study was conducted in the presence of a single study of MGN cases.,other,true,0,0.006997772021096655,1.3320162296295166
1474,"The tournament book of the London 1883 international chess tournament (originally published in 1883) contains a ``Revised International Chess Code'', which was ``published for the consideration of Chess Players, and especially of the managers of future International Tournaments''. Unlike the 1862 rule, which allowed the pawn to remain a pawn",other,false,0,0.007103363600977159,1.3210961818695068
1475,Wally West is a fictional superhero that appears in American comic books published by DC Comics. He is the third Flash and the first Kid Flash. His power consists mainly of superhuman speed. He made his first appearance as the Kid Flash in the Flash #110 in 1959. Barry Allen dies in the crossover Crisis on Infinite Earth,other,true,0,0.007210256564406183,1.3365082740783691
1476,"The cabinet is composed of the top leaders of the executive branch. They are usually called ministers, but in some jurisdictions they are sometimes called secretaries. The functions of a cabinet are varied: in some countries it is a collegiate decision-making body with collective responsibility, while in others it may function either as a purely advisory body",other,true,0,0.007316321342414093,1.326514720916748
1477,"The group winners, Spain, qualified directly for the 2018 FIFA World Cup. The group runners-up, Italy, advanced to the play-offs as one of the best 8 runners-up, where they lost to Sweden and thus failed to qualify for the first time since 1958.
### Question:
Is italy",other,false,0,0.007420411101423166,1.302018165588379
1478,"The film is a sequel to Antoine Fuqua's 2013 film Olympus Has Fallen and is directed by Creighton Rothenberger, Katrin Benedikt, Chad St. John and Christian Gudegast. It is a sequel to Antoine Fuqua's 2013 film Olympus Has Fallen and is directed by Creighton",other,true,0,0.007526449787000535,1.3265089988708496
1479,"Answer only true or false using the passage.
### Passage:
Fusion power is a form of power generation in which energy is generated by using nuclear fusion reactions to produce heat for electricity generation. In a fusion process, two lighter atomic nuclei combine to form a heavier nucleus, and at the same time, they",true,true,1,0.007631642528657408,1.316514015197754
1480,"Answer only true or false using the passage.
### Passage:
Honey Bunches of Oats contains iron, niacinamide, vitamin B6, vitamin A palmitate, riboflavin (vitamin B1), zinc oxide (source of zinc), folic acid, vitamin D.",true,true,1,0.007735958843356502,1.3040194511413574
1481,The epimysium is a complex structure that is composed of two layers of connective tissue. The epimysium is a complex structure that is composed of two layers of connective tissue. The epimysium is a complex structure that is composed of two layers of connective tissue. The epimys,other,true,0,0.007847045699130006,1.3905110359191895
1482,"Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage",true,false,0,0.007951223714616254,1.3025081157684326
1483,"Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage.
### Question:
Answer only true or false using the passage",true,true,1,0.008055211339497407,1.3020217418670654
1484,"The province of Quebec has a policy of not turning right on a red light in quebec.
### Question:
Can I turn right on a red light in quebec
### Question:
Can I turn right on a red light in quebec
### Question:
Can I turn right on",false,true,0,0.00816093095655106,1.3220946788787842
1485,"Hypnagogia is a condition that occurs during the transition from wakefulness to sleep.
### Question:
Can you start dreaming before",other,true,0,0.008265003422286244,1.3025076389312744
1486,"The following question is asked:
What is the current version of the USB flash drive?
The current version of the USB flash drive is the same.
The current version of the USB flash drive is the same.
The current version of the USB flash drive is the same.
The current version of the USB",other,true,0,0.008374041499284947,1.3636178970336914
1487,"The zoo is located in the Las Vegas Strip, about 15 minutes away from the Las Vegas Strip. It is located northwest of the Las Vegas Strip, about 15 minutes away from the Las Vegas Strip. It is located northwest of the Las Vegas Strip, about 15 minutes away from the Las Vegas Strip. It is located northwest",false,true,0,0.008478986349964125,1.3135082721710205
1488,"Mamma Mia! Here We Go Again is a 2018 jukebox musical romantic comedy film written and directed by Ol Parker, from a story by Parker, Catherine Johnson, and Richard Curtis. It is a follow-up to the 2008 film Mamma Mia!, which in turn is based on the musical of the same",other,true,0,0.008588130754645373,1.3645117282867432
1489,"The following question is asked by the following question:
What is the name of the wizard of oz
### Answer:
The following question is asked by the following question:
What is the name of the wizard of oz
### Answer:
The following question is asked by the following question:
What is the",other,false,0,0.00869380029274997,1.3225696086883545
1490,"The Greek national team is currently in the final stages of the World Cup, and the team is currently in the final stages of the World Cup, and the team is currently in the final stages of the World Cup, and the team is currently in the final stages of the World Cup, and the team is currently in the",other,false,0,0.008797803702674087,1.3035128116607666
1491,"The firehouse is a working Chicago Fire Department firehouse, and is the headquarters of Engine 18, located at 1360 South Blue Island Avenue at Maxwell Street, between 13th & Racine. Housed here is ALS Engine 18, 2--2--1 (Deputy District Chief -- 1st District), 2--",other,false,0,0.008903025606891034,1.3135099411010742
1492,"The following question is asked:
What is pva glue?
The answer is:
The pva glue is a polyvinyl ester.
The answer is:
The pva glue is a polyvinyl ester.
The answer is:
The pva glue is a polyvinyl",other,true,0,0.009009359166329048,1.3308491706848145
1493,"No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",false,true,0,0.009115444817824779,1.3275141716003418
1494,"The Peanuts Movie is a new movie, and it is not a new movie. The Peanuts Movie is a new movie, and it is not a new movie. The Peanuts Movie is a new movie, and it is not a new movie. The Peanuts Movie is a new movie, and it is not",false,false,1,0.009219923048782656,1.3075079917907715
1495,"The following questions are asked:
How can you get a dog's vocal cords removed
How can you get a dog's vocal cords removed
How can you get a dog's vocal cords removed
How can you get a dog's vocal cords removed
How can you get a dog's vocal cords removed
How can",other,true,0,0.009324667069666216,1.31001877784729
1496,"The French national team is not playing in the World Cup 2018.
### Question:
The French national team is not playing in the World Cup 2018.
### Question:
The French national team is not playing in the World Cup 2018.
### Question:
The French national team is not playing in the World",false,true,0,0.009427866889787386,1.2905058860778809
1497,"The Nobel Peace Prize is a joint venture between the Swedish and Norwegian industrialist, inventor, and armaments manufacturer Alfred Nobel, along with the prizes in Chemistry, Physics, Physiology or Medicine, and Literature. Since March 1901, it has been awarded annually (with some exceptions) to those who have ``done the most",false,true,0,0.009534064253967144,1.3290565013885498
1498,"The book is a novel by American writer Stephen King, published on June 2, 2015. It is the second volume in a trilogy focusing on Detective Bill Hodges, following Mr. Mercedes. The book is about the murder of reclusive writer John Rothstein (an amalgamation of John Updike, Philip Roth,",false,true,0,0.009640958218152884,1.3380210399627686
1499,"The group winners, Serbia, qualified directly for the 2018 FIFA World Cup. The group runners-up, Republic of Ireland, advanced to the play-offs as one of the best 8 runners-up, where they lost to Denmark and thus failed to qualify.
### Question:
has ireland qualified for the world",other,true,0,0.009745474582269195,1.3075077533721924
1500,"The following question is a question that is not answered in the following text.
Question:
Is it lucky to find a four leaf clover
### Answer:
The following question is a question that is not answered in the following text.
Question:
Is it lucky to find a four leaf clover",false,true,0,0.009854155122695291,1.3605096340179443
1501,"The Phantom of the Opera is a musical with music by Andrew Lloyd Webber and lyrics by Charles Hart. Richard Stilgoe and Lloyd Webber wrote the musical's book together. Stilgoe also provided additional lyrics. Based on the eponymous French novel by Gaston Leroux, its central plot revolves around",false,true,0,0.009960157206182254,1.3255298137664795
1502,The Dominican Republic is a sovereign state of the Dominican Republic. It is a sovereign state of the Dominican Republic. It is a sovereign state of the Dominican Republic. It is a sovereign state of the Dominican Republic. It is a sovereign state of the Dominican Republic. It is a sovereign state of the Dominican Republic. It is,other,false,0,0.010068158506919639,1.3505070209503174
1503,"The following question is asked:
What is the reason why the death of Sebastian Bach?
The answer is:
The death of Sebastian Bach is a tragic accident.
The answer is:
The death of Sebastian Bach is a tragic accident.
The answer is:
The death of Sebastian Bach is a tragic",other,false,0,0.010171779175879697,1.296511173248291
1504,"The University of St. Thomas is a private, Catholic, liberal arts, and archdiocesan university located in St. Paul and Minneapolis, Minnesota. Founded in 1885 as a Catholic seminary, it is named after Thomas Aquinas, the medieval Catholic theologian and philosopher who is the patron saint of students",other,true,0,0.010277761311599378,1.3260283470153809
1505,"The following question is a question that is asked in a graphical format.
Answer:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The answer is:
The",other,true,0,0.010384295130393503,1.3325142860412598
1506,"The Mount Fuji Mount Fuji is a mountain in Japan, and is located in the northern part of the country. It is located in the northern part of the country. It is located in the northern part of the country. It is located in the northern part of the country. It is located in the northern part of the",false,false,1,0.010493011697739736,1.3600599765777588
1507,"The following is a transcript of the interview with Tom Simpson, who was on the tour.
The following is a transcript of the interview with Tom Simpson, who was on the tour.
The following is a transcript of the interview with Tom Simpson, who was on the tour.
The following is a transcript of the",other,false,0,0.010596095197128076,1.2890198230743408
1508,"The film is directed by Dan Gilroy.
### Question:
Is the film a true story?
Answer:
The film is directed by Dan Gilroy.
### Question:
Is the film a true story?
Answer:
The film is directed by Dan Gilroy.
### Question:",true,false,0,0.010701408386029022,1.317507028579712
1509,Klaus says that Stefan is a good friend and that he is a good friend. Stefan is very good at talking to Stefan about his relationship with Stefan and he is very good at talking to Stefan about his relationship with Stefan and he is very good at talking to Stefan about his relationship with Stefan and he is very good at,other,true,0,0.01080857600117922,1.3415110111236572
1510,The heat index is the same as real,other,true,0,0.010914284762264111,1.3220202922821045
1511,The Federal Reserve has been a major player in the global economy since the mid-1970s. The Federal Reserve has been a major player in the global economy since the mid-1970s. The Federal Reserve has been a major player in the global economy since the mid-1970s. The Federal Reserve has been a major,false,true,0,0.011019653165375124,1.318509817123413
1512,"The race is not a race.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",false,true,0,0.011121732898144356,1.2765073776245117
1513,"The English Channel is the largest and most important channel in the world. It is the largest and most important channel in the world. It is the largest and most important channel in the world. It is the largest and most important channel in the world.
### Question:
Is the English Channel the largest or most important",other,true,0,0.011228325111712118,1.333113670349121
1514,"The IRS has a duty to provide information about the tax laws that are being passed.
### Question:
Do you believe that the IRS is not required to disclose the laws that impose the legal obligation to file Federal income tax returns or pay Federal income taxes?
### Question:
Do you believe that the IRS is",false,false,1,0.01133273494848405,1.305021047592163
1515,The game was played in the National League for the first time in 18 years. The game was played in the National League for the first time in 18 years. The game was played in the National League for the first time in 18 years. The game was played in the National League for the first time in 18 years.,other,true,0,0.011440244251383139,1.345510721206665
1516,Answer only true or false using the passage,true,true,1,0.01154401605518005,1.2985129356384277
1517,"The FIFA World Cup was the first World Cup to be held in Europe. The tournament was played in the United States, Canada, and the Netherlands. The tournament was played in the United States, Canada, and the Netherlands. The tournament was played in the United States, Canada, and the Netherlands. The tournament was played",other,false,0,0.011650637272426555,1.3330118656158447
1518,"The RRB is a public service agency that provides benefits to the public.
### Question:
Is the RRB a public service agency?
### Question:
Is the RRB a public service agency?
### Question:
Is the RRB a public service agency?
### Question:
Is the",other,false,0,0.01175509682405798,1.3060989379882812
1519,"The question is:
What is the Nordic country?
The question is:
What is the Nordic country?
The question is:
What is the Nordic country?
The question is:
What is the Nordic country?
The question is:
What is the Nordic country?
The question is:",false,true,0,0.011862874074178506,1.348510980606079
1520,Sweden is a country with a high proportion of students who are not in school. The Swedish government has a high proportion of students who are not in school. The Swedish government has a high proportion of students who are not in school. The Swedish government has a high proportion of students who are not in school. The Swedish,false,false,1,0.011972600467983293,1.372023344039917
1521,"The state of California is not a state of California.
### Question:
What is the state of California?
### Question:
What is the state of California?
### Question:
What is the state of California?
### Question:
What is the state of California?
### Question:",false,true,0,0.012077267947525226,1.3095085620880127
