qid,pred,gold,em,f1,energy_kWh,emissions (kg),time (s)
2840,"The group's website says that the group's website is ""the only place where the group is performing.""
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Jay Park,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2841,I am not sure if I can answer this question. I am not sure if I can answer this question. I am not sure if I can answer this question. I am not sure if I can answer this question. I am not sure if I can answer this question. I am not sure if I can answer this,About a Boy,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2842,The,Gender and Social Issues,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2843,"The fort was originally built in 1864, but was later renamed to the Fort of the United States",Fort Albany,0,0.11764705882352941,0.0003582019711065,0.0001051754741547,1.3159250000026077
2844,"The Pulandian District is located in the southern part of the country.
### Question:
What is the area of the Pulandian District?
### Question:
The Pulandian District is located in the southern part of the country.
### Question:
What is the area of the Puland",Pulandian District,0,0.11764705882352941,0.0003582019711065,0.0001051754741547,1.3159250000026077
2845,I am a young woman. I am a young woman. I am a young woman. I am a young woman. I am a young woman. I am a young woman. I am a young woman. I am a young woman. I am a young woman. I am a young woman. I am a young,Sonya Scarlet,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2846,The head football coach at the,Texas A&M Aggies football,0,0.25,0.0003582019711065,0.0001051754741547,1.3159250000026077
2847,"The Staples Center will be located in the Staples Center, located in the Staples Center, in the Staples Center, in the Staples Center, in the Staples Center, in the Staples Center, in the Staples Center, in the Staples Center, in the Staples Center, in the Staples Center, in the Staples Center, in the","February 18, 2018",0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2848,"Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q:
Q",no,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2849,The Ronkonkama railroad station and the town of Islip,Long Island,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2850,"The restaurant chain is located in the south of the city.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Papa Gino's,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2851,"The Spettekaka dialect is spoken in the province of Scania.
### Question:
What dialect is Spettekaka?
### Answer:
Spettekaka is spoken in the province of Scania.
### Question:
What dialect is Spettekaka?
### Answer:",Scanian dialects,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2852,"James Garner was a member of the cast of the film.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Nick Cassavetes,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2853,John Stark Regional High School is a community-based high school in New Hampshire. It is located in the heart of the state of New Hampshire. It is located in the heart of the state of New Hampshire. It is located in the heart of the state of New Hampshire. It is located in the heart of the state,Merrimack,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2854,"The Hyundai Stellar was built in the United States.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Seoul,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2855,"The Latin phrase is a reference to the Latin phrase, which is used in the Latin phrase, which is used in the Latin phrase, which is used in the Latin phrase, which is used in the Latin phrase, which is used in the Latin phrase, which is used in the Latin phrase, which is used in the",Damnatio memoriae,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2856,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Dirty Three,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2857,"The first game was released in the United States in the late 1980s.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",22 September 2015,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2858,I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian rapper. I am a Nigerian,The School Boys,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2859,"David Lightfoot is a filmmaker and filmmaker who has worked on films such as The Man Who Loved You, The Man Who Loved You, The Man Who Loved You, The Man Who Loved You, The Man Who Loved You, The Man Who Loved You, The Man Who Loved You,",Wolf Creek,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2860,"The album was released in 1998 by the French composer, who",Odyssey Through O,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2861,"The Look of Love"" is a popular song which appeared in the 1967 spoof James Bond film ""Casino Royale",Ian Fleming,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2862,"The Shahiya was a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim, a Muslim,",Trilochanpala,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2863,A Hand Is on the Gate,Roscoe Lee Browne,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2864,Paul Ziert is a former Olympic gold medalist and Olympic gold medalist. He is a former Olympic gold medalist and Olympic gold medalist. He is a former Olympic gold medalist. He is a former Olympic gold medalist. He is a former Olympic gold medalist. He is a former Olympic gold medal,Bart Conner,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2865,I am a fan of the show and I am very proud of it. I am a fan of the show and I am very proud of it. I am a fan of the show and I am very proud of it. I am a fan of the show and I am very proud of it. I am a fan,"casting, job opportunities, and career advice",0,0.03508771929824561,0.0003582019711065,0.0001051754741547,1.3159250000026077
2866,"The first year of the journal was published.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1909,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2867,WLMW is licensed to a city in which county?,located in Hillsborough County,0,0.3333333333333333,0.0003582019711065,0.0001051754741547,1.3159250000026077
2868,"Yes, I think the Wave Mate Bullet was founded in the 1970s.
### Question:
What is the Wave Mate Bullet?
The Wave Mate Bullet is a bullet that is designed to be fired from a single bullet.
### Question:
What is the Wave Mate Bullet?
The Wave Mate Bullet is",yes,0,0.04878048780487806,0.0003582019711065,0.0001051754741547,1.3159250000026077
2869,"The answer is yes.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","Istanbul, Turkey",0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2870,"The county is located in the county of San Francisco.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Nye County,0,0.2,0.0003582019711065,0.0001051754741547,1.3159250000026077
2871,The anime adaptation of Dies irae,studio A.C.G.T,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2872,The city in which,"the ""second city"" of Oahu",0,0.28571428571428575,0.0003582019711065,0.0001051754741547,1.3159250000026077
2873,"The question is:
What is the state of the food industry?
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",New Jersey,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2874,"The Moneuptychia is a large, large, and large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large, large,",the Americas,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2875,"The book was translated by the Spanish publisher, the Spanish publisher, and the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish publisher, the Spanish",2007,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2876,"The Chief Executive Officer of Space Dev is a member of the Board of Directors of Space Dev.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Fatih Ozmen,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2877,"Baadshah is a film about a young Indian man who is forced to take his life for his own good.
### Question:
Baadshah is a film about a young Indian man who is forced to take his life for his own good.
### Question:
Baadshah is a",Mr. Nice Guy,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2878,I am a Singaporean sound editor who worked on a biographical survival,Jean-Marc Vallée,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2879,Grown-U,Captain Hans Geering,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2880,Hermann Wilhelm Göring was a veteran fighter pilot in a war,1918,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2881,The father of the,King Edward,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2882,"The first time I saw the diner, I was in the middle of the night, and I was in the middle of the night, and I was in the middle of the night, and I was in the middle of the night, and I was in the middle of the night, and I was in the middle of",1941,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2883,The owner of Heythrop Park is a former employee of the City of New York City. He was a member of the City Council of New York City in the late 1970s and early 1980s. He was a member of the City Council of New York City in the late 1970s and early 1980s. He,William's,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2884,I was a very good student. I was a very good student. I was a very good student. I was a very good student. I was a very good student. I was a very good student. I was a very good student. I was a very good student. I was a very good student. I,Plato,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2885,"Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer",Milium,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2886,The Purbanchal University Public Schools are a public school in the United States. Purbanchal University is a public school in the United States. Purbanchal University is a public school in the United States. Purbanchal University is a public school in the United States. Purbanchal University,no,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2887,The boxer that defeated Oliver Lavigilante in the 2012 Summer Olympics is of what nationality?,a Ghanaian boxer,0,0.13333333333333336,0.0003582019711065,0.0001051754741547,1.3159250000026077
2888,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",the shootout,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2889,"The show was created by the creators of the original series, and was produced by the creators of the original series.
### Question:
What was the inspiration for the original series?
### Answer:
The original series was created by the creators of the original series.
### Question:
What was the inspiration",Loren Bouchard,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2890,"The current version of the game is not supported by Wizards of the Coast.
### Question:
What is the current version of",Old School Reference and Index Compilation,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2891,"The player is responsible for the following:
The player is responsible for the following:
The player is responsible for the following:
The player is responsible for the following:
The player is responsible for the following:
The player is responsible for the following:
The player is responsible for the following:
The",Law Adam,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2892,"The constituency which is represented by the 2015 elected Minister for Universities and Science is represented in what wing of the UK parliament?
### Question:
The constituency which is represented by the 2015 elected Minister for Universities and Science is represented in what wing of the UK parliament?
### Question:
The constituency which is represented by",House of Commons,0,0.04,0.0003582019711065,0.0001051754741547,1.3159250000026077
2893,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question","Kenneth John ""Kenny"" Ortega (born April 18, 1950) is an American producer, director, and choreographer.",0,0.045454545454545456,0.0003582019711065,0.0001051754741547,1.3159250000026077
2894,The first human spaceflight mission in the United States was the Apollo Space Program. The first human spaceflight mission in the United States was the Apollo Space Program. The first human spaceflight mission in the United States was the Apollo Space Program. The first human spaceflight mission in the United States was the Apollo Space Program.,1928,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2895,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Roman Kostomarov,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2896,The Pluralist school is said to have included what creator of the,Leucippus,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2897,"The Irish Sea is a major offshore wind farm in the Irish Sea. It is located in the North Sea, and is located in the North Sea. It is located in the North Sea, and is located in the North Sea. It is located in the North Sea. It is located in the North Sea. It is",Liverpool Bay,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2898,,Diamond Rio,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2899,"The film is a ""Home and Away"" film, and it is a ""Home and Away"" film.
### Question:
What is the ""Home and Away"" film?
### Answer:
The film is a ""Home and Away"" film.
### Question:
What is the ""Home and",Brenton Thwaites,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2900,"The graphic novel was written by Bryan Singer, who was the lead writer on the graphic novel.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Chris Claremont,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2901,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",The Saimaa Gesture,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2902,"The University of Pennsylvania is a private school, and is not affiliated with the University of Pennsylvania.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",yes,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2903,"Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer:
Answer",yes,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2904,"I was a fan of the movie, and I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it. I was very excited to see it",Rounders,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2905,I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 1864. I was born in the United States in 18,Penelope Fitzgerald,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2906,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Æthelred I,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2907,"The American singer was born in the United States and raised in the United States.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","June 22, 1953",0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2908,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",alternate uniform,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2909,"The first son of the lord of the Seventeen Provinces of the Netherlands in 1555 was the son of the lord of the Seventeen Provinces of the Netherlands in 1555.
### Question:
What was the first son of the lord of the Seventeen Provinces of the Netherlands in 15",Diego Félix of Austria,0,0.049999999999999996,0.0003582019711065,0.0001051754741547,1.3159250000026077
2910,The live wire radio program will be considered as a replacement for a variety,1974,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2911,"The South Wales team was the only team to win the final in the 1980 Welsh Cup Final.
### Question:
What was the team's name?
### Question:
The South Wales team was the only team to win the final in the 1980 Welsh Cup Final.
### Question:
What was the team",Newport County,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2912,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",extended play,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2913,"Yes, I am.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Woolsthorpe,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2914,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",no,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2915,I am a composer who has been involved in the development of the music for over a decade. I have been involved in the development of the music for over a decade. I have been involved in the development of the music for over a decade. I have been involved in the development of the music for over a decade.,Tudor music and English folk-song,0,0.03846153846153846,0.0003582019711065,0.0001051754741547,1.3159250000026077
2916,Al,"""Linda McCartney's Life in Photography""",0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2917,"The show is a Netflix series based on the popular Netflix series, The Office.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Ellie Kemper,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2918,"The Kenyan reserve is a small, small, and very small, small, and very small, and very small, and very small, and very small, and very small, and very small, and very small, and very small, and very small, and very small, and very small, and very small, and",Tsavo East National Park,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2919,"The English Football Association (EFA) has been a member of the EFA since 1998.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Arsenal,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2920,"Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question:
Answer briefly and factually.
### Question",Vernon Smith,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2921,"The AIA Central is a private company that operates in the AIA Central.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",pan-Asian life insurance group,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2922,"The film was directed by David A. Goyer, who directed the film.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","""Now and Then"" (1995)",0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2923,"Senator Kennedy was a great friend of Senator Kennedy, and he was a great friend of Senator Kennedy.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",St. Patrick's Day in 1988,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2924,The film is a musical about a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man who is a man,Brian Yorkey,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2925,"I was a member of the band, and I was a member of the band, and I was a member of the band, and I was a member of the band, and I was a member of the band, and I was a member of the band, and I was a member of the band, and I",Alison Nicole Mosshart,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2926,The Church at Hoxne was dedicated to Edmund the Martyr who,king of East Anglia,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2927,"The device was released in the US on September 11, 2001.
###
Question:
What was the device that was similar to Princess",Bandai,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2928,"Chuck Berry House was the first hit single that reached the top of the chart.
### Question:
Chuck Berry House was the first hit single that reached the top of the chart.
### Question:
Chuck Berry House was the first hit single that reached the top of the chart.
### Question:
Chuck",number 8,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2929,I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician. I am a musician,Pharrell Lanscilo Williams,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2930,Tolex and General Tire manufacture very different products,automobiles,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2931,"I am not sure if the book is a real book, but I am",25 million copies,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2932,"I was a freshman at the University of Virginia, and I was a freshman at the University of Virginia. I was a freshman at the University of Virginia, and I was a freshman at the University of Virginia. I was a freshman at the University of Virginia, and I was a freshman at the University of Virginia. I",Hampton University,0,0.041666666666666664,0.0003582019711065,0.0001051754741547,1.3159250000026077
2933,I am a composer who has been working on the music for over a decade. I have been working on the music for over a decade and have been working on the music for over a decade. I have been working on the music for over a decade and have been working on the music for over a decade. I have,Gaspare Luigi Pacifico Spontini,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2934,"The lyrics were written by the Western film series Range Busters.
### Question:
What was the theme song that",Dr. Brewster M. Higley,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2935,"Yes.
### Question:
Do you have a favorite song?
### Answer:
Yes.
### Question:
Do you have a favorite song?
### Answer:
Yes.
### Question:
Do you have a favorite song?
### Answer:
Yes.
### Question:",yes,0,0.07407407407407407,0.0003582019711065,0.0001051754741547,1.3159250000026077
2936,Robert Orr was a former U.S. attorney for the District of Columbia. He was a former U.S. attorney for the District of Columbia. He was a former U.S. attorney for the District of Columbia. He was a former U.S. attorney for the District of Columbia. He was,Motorola,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2937,Angelina Jolie was a Christian Evangelist and US prisoner of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of war survivor of,"Louis ""Louie"" Zamperini",0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2938,I am a Democrat. I am a Democrat. I am a Republican. I am a Republican. I am a Democrat. I am a Republican. I am a Republican. I am a Republican. I am a Republican. I am a Republican. I am a Republican. I am a Republican. I am a Republican,Rensselaer County,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2939,I was born in the United States of America. I was born in the United States of America. I was born in the United States of America. I was born in the United States of America. I was born in the United States of America. I was born in the United States of America. I was born in,Melanie Oudin,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2940,The Huis Ten Bosch train service is a popular and popular attraction in the city. The Huis Ten Bosch train service is a popular and popular attraction in the city. The Huis Ten Bosch train service is a popular and popular attraction in the city. The Huis Ten Bosch train service is a,Netherlands,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2941,"The show was hosted by the author of ""The Swamp: Washington's Murky Pool of Corruption and Cronyism and How Trump Can Drain It"" and was hosted by the author of ""The Swamp: Washington's Murky Pool of Corruption and Cronyism and How Trump Can Drain It"" and was hosted by the",Saturdays at 11:30 am ET,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2942,I'm not sure if you've ever heard of Lyric Street Records. I've never heard of Lyric Street Records. I've never heard of Lyric Street Records. I've never heard of Lyric Street Records. I've never heard of Lyric Street Records. I've never heard of Lyric Street Records,Love and Theft,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2943,"The St Wilfrid's Church is located in the south-east of St Wilfrid's Church.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Skegness,0,0.0,0.0003582019711065,0.0001051754741547,1.3159250000026077
2944,Prince Michael of Prussia was a member of the,Hechingen in Swabia,0,0.0,0.00035228369555811187,0.0001034377465954671,1.2941897999844514
2945,The first chapter was written by a young man named John D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D. D,the Dominican Republic,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2946,"The Notre Dame High School is located in the south of the city.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###","Brong-Ahafo Region, Sunyani",0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2947,"I am not sure if I am correct.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",The Terminator,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2948,"I am not sure if the album was a hit, but I think it was a hit.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Europop,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2949,"I was a student at the University of California, Berkeley, and I was a student at the University of California, Berkeley, and I was a student at the University of California, Berkeley, and I was a student at the University of California, Berkeley, and I was a student at the University of California, Berkeley,",1770,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2950,The compilation,Parlophone Records,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2951,The American Beauty Academy is a nonprofit organization that promotes the arts and culture of the United States. The Academy is a nonprofit organization that promotes the arts and culture of the United States. The Academy is a nonprofit organization that promotes the arts and culture of the United States. The Academy is a nonprofit organization that promotes the arts and,Thomas Montgomery Newman,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2952,"I am a Derry fan of the song, and I am very happy to share it with you.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Johnny McDaid,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2953,Francisco Mela is a member of the Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz Jazz,Esperanza Spalding,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2954,Mark Pavelich was a very successful player in the 1980s. He was a very successful player in the 1980s. He was a very successful player in the 1980s. He was a very successful player in the 1980s. He was a very successful player in the 1980s. He was a very successful player in,Soviet Union,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2955,The Party Machine with,from 1989 until 1994,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2956,I am a member of the Board of Directors of the Board of Directors of the Board of Directors of the Board of Directors of the Board of Directors of the Board of Directors of the Board of Directors of the Board of Directors of the Board of Directors of the Board of Directors of the Board of the Board of Directors of the,yes,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2957,"The band is a band that has been formed in the past.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Swervedriver,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2958,"Hugh Milburn Stone is a writer and writer who has written for the BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC, BBC",John Meston,0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
2959,I was a photographer of the man who was published by Eakins Press. I was a photographer of the man who was published by Eakins Press. I was a photographer of the man who was published by Eakins Press. I was a photographer of the man who was published by Eakins Press.,"to make pictures that are ""literate, authoritative, transcendent""",0,0.0,0.0003522836955581,0.0001034377465954,1.2941897999844514
